8th - eighth	הוא סיים במקום השמיני במרוץ שבו שבעה רצים חצו את הקו לפניו.
9th - ninth	היא סיימה במקום התשיעי במרוץ שבו שמונה רצות חצו את הקו לפניה.
above	המסוק טס מעל לעננים לכיוון העיר.
academic	ההישגים האקדמיים שלו השתפרו משמעותית אחרי שהוא למד יותר קשה.
actor	השחקן אלתר מונולוג דרמטי במשך שלוש דקות.
address	היא כתבה את הכתובת שלה בזהירות על המעטפה.
afraid	היא כל כך פחדה מהחושך שהיא ישנה עם אור דלוק.
after all	אחרי הכל, עבדנו קשה מדי כדי לוותר.
agenda	סדר היום של הפגישה כלל חמישה נושאים חשובים לדיון.
aggressive	ההתנהגות התוקפנית שלו הפחידה את כל שאר הילדים.
ahead of	היא סיימה את כל הפרויקט לפני הזמן המתוכנן.
airplane	מנועי המטוס שאגו בזמן שהוא התכונן להמראה.
alien	פקיד ההגירה בדק בקפידה את אשרת העבודה של הזר.
alive	הציפור עדיין הייתה בחיים אחרי התאונה.
allergic	אחי אלרגי לבוטנים ולאגוזים.
along	הם הלכו לאורך קו החוף שבו גלים ניתצו ברציפות.
along with	היא הזמינה פיצה יחד עם סלט ירוק.
although	למרות שירד גשם, הלכנו לפארק.
architect	הארכיטקט תכנן בניין יפהפה מאוד במרכז העיר.
artist	האמן פיסל דמות יפה משיש.
as if	הוא התנהג כאילו לא שמע אותה.
as long as	אתה יכול להישאר כל עוד אתה רוצה.
as soon as	תתקשר אליי ברגע שתגיע הביתה.
as well as	היא דוברת צרפתית שוטפת כמו גם גרמנית.
asked for	הוא ביקש קידום בעבודה שלו.
astronomy	היא אוהבת אסטרונומיה ומבלה לילות בהירים בצפייה בכוכבים ובכוכבי הלכת.
at last	סוף סוף, המטיילים המותשים הגיעו לפסגת ההר.
authentic	זו פסטה איטלקית אותנטית, לא חיקוי זול.
background	הרקע שלה הוא בהנדסה ובעיצוב מחשבים.
band	להקת הרוק ניגנה כל הלילה בהופעה.
base	בבסיס הצבאי הישן יש כמה מבנים גדולים ושדה תעופה סמוך.
based on	הסרט מבוסס על סיפור אמיתי.
bath	היא לקחה אמבטיה חמה לפני שהלכה לישון.
beach	הם בילו את כל היום בשחייה ובבניית טירות חול בחוף הים.
beast	החיה הפראית שוטטה ביער האפל.
beauty	יופי השקיעה עצר לה את הנשימה.
bedroom	בחדר השינה שלי יש מיטה נוחה וחלון גדול לידה.
bee	דבורה זימזמה סביב הפרח הצהוב הבהיר.
begin/an/un	השיעור מתחיל בתשע בבוקר.
boring	הסרט הזה היה כל כך משעמם שנרדמתי.
both... and...	היא נהנית גם מטניס וגם משחייה מדי שבוע.
bottle	הוא מזג מים קרים לתוך בקבוק פלסטיק.
bread	היא אפתה לחם טרי הבוקר לארוחת הבוקר.
bridge	הגשר החוצה את הנהר מחבר בין שתי הערים.
build	מבנה הגוף שלה אתלטי, עם כתפיים רחבות ורגליים חזקות.
cable	כבל הטלוויזיה ניזוק בתאונה.
cancel	בבקשה בטל את התור שלי ליום שישי הבא אחר הצהריים.
candy	הילד פתח ממתק מהעטיפה הצבעונית שלו.
care	היא מחבבת מאוד את כל המשפחה שלה, ובמיוחד את סביה המזדקנים.
case	היא ארזה את משקפי השמש שלה בתיבה קשה מפלסטיק.
casino	הוא הפסיד הרבה כסף בקזינו.
catalogue	בקטלוג של החנות יש מאות מוצרים שונים.
catch, caught	הוא תפס את הכדור בקלות ביד אחת.
cause	היא מגייסת כסף כל שנה למען מטרה שעוזרת לילדים חסרי בית.
celebrate	חגגנו את יום ההולדת שלה אתמול במסיבה.
change	מזג האוויר השתנה במהלך הלילה, ושמיים בהירים הפכו לגשם כבד.
cheap	הנעליים היו כל כך זולות שהיא קנתה שלושה זוגות בבת אחת.
cheat	הוא רימה במשחק הלוח וסירב להודות בזה.
chemical	תגובות כימיות מתרחשות במעבדה לעיתים קרובות למדי.
choose	אתה יכול לבחור כל צבע שתרצה כאן.
chronic	יש לו כאבי גב כרוניים בעקבות פציעה.
circle	הנץ חג לאט מעל השדה בחיפוש אחר טרף.
clock	שעון הקיר מראה כרגע שלוש.
cloud	ענן כהה הופיע בשמיים הכחולים.
collect	היא אוספת בולים נדירים מרחבי העולם.
comic	השחקן הקומי עשה פרצופים מצחיקים כדי לשעשע את הילדים הקטנים.
connect	הכבלים האלה מתחברים ישירות למחשב הראשי שלך.
container	המיכל הפלסטיק הגדול החזיק כמה בקבוקי מים קרים.
conversation	ניהלנו שיחה ארוכה על החיים אתמול.
copy	בבקשה העתק לי את המסמך הזה עד הצהריים.
correct	המורה ביקש ממנו לתקן את שגיאות האיות בזהירות.
country	היא עברה לארץ חדשה בשנה שעברה.
couple	הזוג המאושר התחתן בטקס קטן בגן.
coupon	מצאתי קופון להנחה של חמישים אחוז.
cousin	בן הדוד שלי גר בעיר אחרת רחוקה.
cow	הפרה אכלה עשב בשדה הירוק.
crash	התנגשות המכוניות קרתה בכביש הראשי המהיר.
create	האמן יוצר פסלים יפים מאבן לבנה.
criteria	אמות המידה למלגה דורשות ציונים מצוינים וניסיון התנדבותי.
cross	היא חצתה את הכביש בזהירות רבה בגשם.
