improvise	כשהמיקרופון התקלקל, הקומיקאית נאלצה לאלתר את כל המופע שלה.
in a word	ההופעה הייתה, במילה אחת, יוצאת דופן וממש שווה צפייה.
in contrast to	האישיות הרגועה שלו עמדה בניגוד להתפרצויות הזעם של אחיו.
in favor of	הדירקטוריון הצביע לטובת העלאת משכורות העובדים בשנה הבאה.
in spite of	הוא סיים את המרתון למרות פציעת הברך שלו.
inactivity	לאחר הניתוח, חוסר הפעילות שלו גרם לשריריו להיחלש במהירות.
inclusive	החבילה של אתר הנופש כוללת ארוחות, חדרים והסעות משדה התעופה.
index	המדד הכלכלי הראה שדפוסי ההוצאה הצרכנית השתפרו השנה.
indicate	עננים כהים מצביעים על כך שגשם ירד בתוך השעות הקרובות.
inexpensive	היא קנתה נעליים זולות שנראו כמעט זהות למותגים יקרים.
influential	המאמר של העיתונאי רב ההשפעה עיצב את השיח הלאומי סביב המדיניות.
inject	הרופא יזריק תרופה לזרוע שלך כדי לשלוט בכאב.
injure	כניסה רשלנית במהלך המשחק פצעה קשות את הקרסול שלו.
innovative	שיטת ההוראה החדשנית שלה השתמשה בכלים שאף כיתה לא ניסתה קודם לכן.
insert	אנא הכנס את כרטיס האשראי שלך למכשיר כדי למשוך כסף.
insist	היא תתעקש לבקר את הוריה בכל סוף שבוע בלי יוצא מן הכלל.
instruction	חוברת ההוראות מראה כיצד להרכיב את הרהיט צעד אחר צעד.
integrate	אנחנו צריכים לשלב את המערכת החדשה עם התוכנה הקיימת של החברה.
interest	העניין שלה בביולוגיה ימית התחיל כשהיא הייתה בת תשע.
interface	ממשק המשתמש הופך את הניווט באפליקציה לפשוט עבור מתחילים.
inventor	הממציא של הסמארטפון שינה את הדרך שבה אנחנו מתקשרים עם אנשים.
investing	הוא משקיע את החסכונות שלו בנדל"ן ובסטארטאפים טכנולוגיים.
investor	כל משקיע רוצה תשואות גבוהות עם סיכון מינימלי על ההון שלו.
involve	הפרויקט הזה יערב את כל המחלקות שיעבדו יחד לאורך החודש.
jog	היא רצה שלושה מייל כל בוקר לפני שהיא הולכת לעבודה במרכז העיר.
joint	המאמץ המשותף של שתי הקבוצות הוביל להשקה מוצלחת של המוצר.
joyous	החגיגה השמחה נמשכה עד שעה מאוחרת בערב עם מוזיקה וריקודים.
judgment	השיפוט של בית המשפט בתיק היה הוגן, ואף אחד לא ערער.
just	התזמון חייב להיות מדויק בדיוק כדי שתעלול הקלפים הזה יעבוד.
lane	הישאר במסלול שלך בכביש המהיר כדי להימנע מתאונות והתנגשויות.
launch	סוכנות החלל תשגר את הרקטה למסלול מחר בבוקר.
league	ליגה עתיקה הייתה כשלושה מייל אורך בקירוב.
legalize	החוק החדש יהפוך לחוקי את המכירה המקוונת של מאפים ביתיים.
lend	החברה שלי הציעה להשאיל לי את המכונית שלה לטיול סוף השבוע.
lengthy	הנאום הארוך שיעמם את רוב הקהל באולם הגדול.
leopard	נמר מנומר נח בעצלתיים על הענף מעל בור המים.
limitation	המגבלה הפיזית שלו מנעה ממנו להתחרות בטורניר הספורט.
linguistic	ההבדלים הלשוניים בין אנגלית למנדרינית משמעותיים למדי בסך הכול.
literal	הפרשנות המילולית שלו לבדיחה בלבלה את כל מי ששמע אותה.
lobby	העובדים תכננו לשדל את ההנהלה להטבות בריאות טובות יותר בעבודה.
loudspeaker	ההכרזה ברמקול אמרה לכולם לפנות את הבניין באופן מיידי.
luggage	ארזנו את המזוודות שלנו בזהירות כדי שהכול ייכנס למטוס הקטן.
lyric	מילות השיר היפות האלה מבטאות עצב עמוק על אובדן מישהו שהוא אהב.
magnificent	האדריכלות המפוארת של הארמון הדהימה כל מבקר שראה אותה.
mailman	הדוור מחלק מכתבים וחבילות לכל בית ברחוב הזה.
maintain	עליך לתחזק את המכונית שלך באופן קבוע כדי למנוע תיקונים יקרים בהמשך.
mandate	המנדט של הממשלה מחייב את כל העסקים לפעול לפי כללי הבטיחות החדשים.
manner	האופן הגס שבו דיבר פגע בכמה אנשים בפגישה.
manners	נימוס טוב כולל הקשבה מנומסת ואי-הפרעה כשאחרים מדברים.
marine	דולפינים ולווייתנים הם דוגמאות לבעלי חיים ימיים החיים באוקיינוס.
mathematician	המתמטיקאי המבריק פתר את המשוואה המורכבת בפחות משעה.
mayor	ראש העיר הכריז על מימון חדש לבתי ספר ולמערכות תחבורה ציבורית.
memorial	העיר בנתה אנדרטה בפארק לכבוד כבאים מקומיים.
memorize	היא נאלצה לשנן את השיר לפני שדקלמה אותו באסיפת בית הספר.
midair	האקרובטית תפסה את בן זוגה באוויר במהלך המופע המרתק.
migrate	ציפורים מהגרות דרומה מדי חורף כדי למצוא אקלים חם יותר ומזון.
migration	הגירת מיליוני עובדים לערים שינתה את כלכלת המדינה.
minority	דעת המיעוט נשמעה אך בסופו של דבר נדחתה על ידי הוועדה.
modernize	העיר מתכננת להפוך את מערכת התחבורה הציבורית שלה למודרנית תוך חמש שנים.
modify	אפשר לשנות את המתכון על ידי החלפת הסוכר בדבש.
monk	הנזיר בילה את כל חייו בתפילה בין כותלי המנזר.
monumental	בניית הגשר הייתה הישג אדיר בהנדסה אזרחית מודרנית.
mountainside	עיזים טיפסו על המדרון התלול בחיפוש אחר עשב ומקורות מים.
narcotic	רופאים חייבים להגביל מרשמים לסמים כדי למנוע התמכרות אצל המטופלים שלהם.
narrative	הסיפור שלה על התאונה עזר למשטרה להבין מה קרה.
nationality	לסבתא שלי יש לאום איטלקי אבל היא גרה עכשיו בקנדה באופן קבוע.
negotiate	שתי המדינות החליטו לשאת ולתת על חילוקי הדעות המסחריים ביניהן באמצעות דיאלוג.
noble	המעשה האצילי שלו לתרום מח עצם הציל את חייו של זר.
nominated	היא הוצעה כמועמדת לפרס בזכות עבודת המחקר פורצת הדרך שלה.
not to mention	המכונית מהירה ואמינה, שלא לדבר על כך שהיא זולה מאוד.
novel	הרומן חוקר נושאים של זהות ושייכות לאורך כל העלילה.
