priest	הכומר ערך את טקס החתונה בכנסיית האבן העתיקה.
prime	הסיבה העיקרית לפגישה הייתה לדון בקיצוצים בתקציב.
primitive	בני אדם קדומים צדו חיות בעזרת כלי אבן וחניתות פשוטים.
propaganda	הפרסומות של החברה היו תעמולה טהורה שהגזימה ביתרונות המוצר.
proper	לבישת לבוש עסקי הולם נדרשת בראיון העבודה.
properly	עליך לשטוף את הידיים כראוי לפני בישול או אכילה.
prove	המדען הוכיח שהתאוריה שלו נכונה באמצעות ניסויים קפדניים.
provide	הורים חייבים לפרנס את ילדיהם על ידי עבודה קשה.
publish	הסופרת פרסמה את הרומן שלה אחרי שעבדה עליו חמש שנים.
purchase	קניתי מחשב נייד חדש לצורכי עבודה אתמול.
quite	החוף היה די צפוף בתקופת חופשת הקיץ.
quote	היא פתחה את החיבור שלה בציטוט מפורסם של משורר.
race	הרצים התכוננו למרוץ באמצעות מתיחות וחימום.
raid	הילדים ערכו פשיטה על העוגיות במטבח בזמן שההורים ישנו.
rainfall	ירידת הגשמים בשבוע שעבר הייתה חזקה מספיק כדי לגרום להצפות.
rainstorm	סערת גשמים פתאומית אילצה אותנו לבטל את הפיקניק בחוץ.
randomly	המורה בחרה באקראיות תלמידים שיענו על שאלות בכיתה.
range	בית הספר מציע מגוון רחב של ספורט וחוגים.
rank	היא זכתה בדרגת קפטן אחרי ששירתה בצבא.
rapid	לנהר היו זרמים מהירים שהפכו את החצייה למסוכנת מאוד.
rather than	אני מעדיף תה במקום קפה בבוקר.
rational	הגישה ההגיונית שלו לבעיה עזרה לפתור אותה במהירות.
ray	קרן אור שמש חדרה דרך החלון אל תוך החדר.
reader	הקורא סיים את הספר תוך יומיים בלבד.
rebel	המורד סירב לציית לכללים המחמירים של הפנימייה שלו.
reborn	לאחר ההחלמה הוא הרגיש נולד מחדש עם חשק חדש לחיים.
recordings	ההקלטות של הקונצרט שוחררו כאלבום.
recycle	אנחנו ממחזרים נייר, פלסטיק וזכוכית כדי לשמור על הסביבה.
recycling	מחזור עוזר לצמצם פסולת ולשמר משאבי טבע.
redhead	הג'ינג'ית בלטה בקהל עם שיערה האדום הבוהק.
reduce	עלינו להפחית הוצאות השנה על ידי קיצוץ עלויות מיותרות.
reform	הרפורמה החינוכית החדשה שינתה את אופן הוראת המתמטיקה בבתי הספר.
regret	אני מתחרט שלא התקשרתי לסבתא שלי לפני שעברה דירה.
regularly	היא מתאמנת באופן קבוע שלוש פעמים בשבוע בחדר הכושר.
relations	היחסים העסקיים בין שתי החברות משתפרים.
reorganize	ארגנו מחדש את הקבצים כדי שיהיה קל יותר למצוא אותם.
replacement	המחליף שלו התחיל לעבוד בחברה ביום שני.
replica	המוזיאון הציג העתק מדויק של הפסל היווני העתיק.
reply	היא השיבה למייל שלו תוך שעה מרגע קבלתו.
resource	מים הם המשאב הטבעי החשוב ביותר שלנו להישרדות.
rest	אחרי הנסיעה הארוכה היא נזקקה למנוחה כדי להתאושש.
retroactive	העלאת השכר הייתה רטרואקטיבית לינואר של השנה הזו.
rhythm	למוזיקה היה קצב חזק שגרם לאנשים לרקוד.
rough	המשטח המחוספס של האבן פצע את עורו.
ruin	החלטות גרועות הרסו את סיכוייו לקבל עבודה טובה.
sacrifice	הורים מקריבים את זמנם וכספם למען ילדיהם.
savanna	חיות בר רבות חיות בסוואנה האפריקאית.
seafood	היא הזמינה פירות ים במסעדה כי היא אוהבת דגים.
seeds	חקלאים שותלים זרעים באביב כדי לגדל יבולים.
seek	המשטרה מחפשת מידע על האדם הנעדר.
segment	הקטע האחרון של התוכנית כלל ראיונות מפתיעים עם הזוכים.
select	תלמידים בוחרים באילו שיעורים הם רוצים ללמוד בשנה הבאה.
selective	הוא סלקטיבי לגבי הסרטים שהוא צופה בהם.
self-confidence	הביטחון העצמי שלה גדל ככל שתרגלה בפסנתר.
separately	הבנים והבנות אכלו ארוחת צהריים בנפרד באזורים שונים.
separation	ההפרדה בין שתי הקבוצות גרמה להן להרגיש לא מרוצות.
several	אחדים מהציפורים בנו קנים על עץ האלון הישן באביב הזה.
share	הוא מחזיק מניה בחברה בשווי מיליון דולר.
shelf (shelves)	המדף במטבח החזיק צלחות וכלים רבים.
shift	היא עובדת במשמרת הלילה בבית החולים.
side effect	התרופה עזרה למחלתו אך גרמה לתופעות לוואי לא נעימות.
sight	הראייה שלו השתפרה מאוד אחרי שהרופאים ניתחו את עינו הפגועה.
