debate	FIX	The students engaged in a heated debate about which movie was better.
defeat	OK
defeated	OK
define	FIX	Please define the word precisely, using its exact dictionary meaning.
degree	OK
demand	OK
dental	FIX	The dental clinic checked her teeth and cleaned each one carefully.
dentist	OK
deny	OK
depart	OK
destination	OK
destructive	OK
detect	OK
diary	OK
disappoint	OK
distant	OK
district	OK
donor	OK
dose	OK
double standard	OK
Dutch	OK
ease	OK
efficient	OK
elderly	OK
eliminate	OK
embarrass	OK
employ	OK
employer	OK
encourage	OK
entertain	OK
envy	OK
equally	FIX	Both runners crossed the finish line equally fast, surprising everyone there.
era	OK
erase	OK
essential	OK
evolved	OK
exception	OK
execute	OK
existence	OK
expand	OK
expansion	OK
expense	OK
express	OK
expression	OK
extend	OK
extension	OK
facial	FIX	The facial cream soothed the redness and dryness on her face.
feature	OK
feminine	OK
fisherman	OK
flame	OK
flood	OK
footprints	OK
forbid	FIX	Parents forbid their children from staying out after ten at night.
foundation	OK
frequently	OK
frightening	OK
fuel	OK
fund	OK
funds	OK
gain	OK
gap	OK
gasoline	OK
gather	OK
glove	OK
granddaughter	OK
greet	OK
growth	OK
guarantee	OK
habit	OK
heavily	OK
hike	OK
homeland	FIX	After many years working abroad, she finally returned to her homeland.
identify	OK
illness	OK
imagination	OK
impatient	OK
impress	OK
imprisonment	OK
in comparison	OK
