104	גָּדַשׁ	REJECTED	אנטי-דפוס של משמעות שנגזרה מצירוף יחיד
108	זָקַף	REJECTED	
109	גָּמַל	REJECTED	הפועל יוצא. "הפסיק הנקה או הרגל" מתאר את נִגְמַל ולא את גָּמַל, והלומד עלול להשיב נגמל
111	הֶחֱמִיץ	CONFIRMED	שתי המשמעויות מכוסות, אין מעגליות, 28 תווים
123	מוֹרָא	CONFIRMED	תואם, לא מעגלי, 20 תווים
124	גְּנַאי	REJECTED	חרפה וביזיון, לא רק דיבור. "דיבור משפיל" מצמצם לדיבור ומחמיץ את המשמעות המרכזית (אין בכך גנאי, מעשה של גנאי)
130	מְשׂוּכָה	REJECTED	
138	מַכְאוֹב	CONFIRMED	סבל". "ייסורים, צער עז" עוקף את המעגליות של כאב, בדיוק כדפוס המאושר בתדריך
152	סְרָק	REJECTED	
164	סָמוּי	CONFIRMED	חבוי או נסתר" — תואם במדויק, 20 תווים, ללא מעגליות
167	דּוּ־מַשְׁמָעִי	CONFIRMED	תואם, לא מעגלי, 22 תווים
170	שָׁכִיחַ	CONFIRMED	לא נדיר" — תואם, 15 תווים
172	חוֹלֵף	REJECTED	
176	חָסִין	CONFIRMED	עמיד בפני דבר-מה", ומביא את הצירוף "חסין אש" — תואם, 31 תווים
177	קֵהֶה	REJECTED	
181	דָּחוּק	REJECTED	
182	עָגוּם	CONFIRMED	"מצב עגום" צירוף אמיתי — תואם, 21 תווים
183	מַשְׁמִים	CONFIRMED	משעמם" — תואם, לא מעגלי, 16 תווים
187	אֹזֶן קַשֶּׁבֶת	CONFIRMED	רגישות והאזנה לדברי הזולת" — תואם, אומר את המשמעות ולא את התמונה, 28 תווים
189	אֵין תּוֹכוֹ כְּבָרוֹ	CONFIRMED	השלילה = צביעות. הפירוש אומר את המשמעות ולא את התמונה
190	נִמְנָה עִם	CONFIRMED	
193	טָבַע	CONFIRMED	שתי המשמעויות אומתו ומופרדות נכון בנקודה-פסיק
194	אֶגֶד	CONFIRMED	רטייה; פלסטר" וגם "צרור; אלומה; אשכול", ומביא "אגד מדבק" כצירוף — סדר ותוכן תואמים
196	לֹא בִּכְדִי	CONFIRMED	
197	קוֹרַת רוּחַ	CONFIRMED	תואם במדויק, 23 תווים
