46	גַּרְגְּרָן	CONFIRMED	ויקימילון: בעל תאוות אכילה, זללן	
51	שַׁאֲנָן	CONFIRMED	ויקימילון: מרוצה ממצבו ואדיש לסכנות	
57	זָנַח	CONFIRMED	ויקימילון: הפסיק להשגיח, נטש	
66	הִמְרָה	CONFIRMED	ויקימילון: לא שעה לדבריו, המרה את פיו	
70	הִסִּיק	CONFIRMED	ויקימילון: הגיע למסקנה מתוך המידע הנתון	
81	צִדֵּד	CONFIRMED	מילוג: היה בעד, תמך	
87	חָמַק	CONFIRMED	ויקימילון: נמלט בהיחבא, נסתר ונעלם	
92	הִלֵּךְ	CONFIRMED	ויקימילון+מילוג: כמו הלך, צעד ברגליו	
99	הֵסֵב	CONFIRMED	מילוג: גורם ומביא ל, וגם הפנה הצדה	
103	דִּלֵּל	CONFIRMED	ויקימילון: המעיט כמות, הפך נוזל לפחות סמיך	
104	גָּדַשׁ	CONFIRMED	ויקימילון: מילא מעבר לגדות הכלי	
108	זָקַף	CONFIRMED	ויקימילון: ייחס וגם יישר והרים	
109	גָּמַל	CONFIRMED	מילוג: נתן תמורה, וגם גמל תינוק או הרגל	
111	הֶחֱמִיץ	CONFIRMED	ויקימילון: הפסיד הזדמנות, נהפך לחמוץ	
123	מוֹרָא	CONFIRMED	מילוג: פחד ואימה, וגם יראת כבוד	
124	גְּנַאי	CONFIRMED	מילוג+אבניאון: פגימה בכבוד, הבעת זלזול	
130	מְשׂוּכָה	CONFIRMED	ויקימילון: גדר צמחים, מכשול לדילוג	
138	מַכְאוֹב	CONFIRMED	ויקימילון: כאב וצער, ללא מעגליות	
152	סְרָק	CONFIRMED	ויקימילון+מילוג: שאין בו תכלית ותועלת	
164	סָמוּי	CONFIRMED	ויקימילון: נסתר ומכוסה	
