2	אַט	CONFIRMED	אט אט - באיטיות ובמתינות	
5	בְּצִנְעָה	CONFIRMED		
7	בְּעִתּוֹת	CONFIRMED		
15	צָלַח	CONFIRMED	וגם עלה יפה	
18	נָשַׁף	CONFIRMED		
24	גָּלַל	CONFIRMED		
30	הֶעְפִּיל	CONFIRMED		
34	הִקְשָׁה	CONFIRMED	וגם שאל	
36	גָּחַן	CONFIRMED		
38	פִּכָּה	CONFIRMED		
40	הִשִּׂיא	CONFIRMED		
41	נוֹעַץ	CONFIRMED		
58	הִתְפָּעֵם	CONFIRMED		
64	עָגַן	CONFIRMED		
66	אָחוּ	CONFIRMED		
71	חַיִץ	CONFIRMED		
78	דֹּק	CONFIRMED		
79	הֶבֶל	CONFIRMED	וגם אוויר חם ואדים	
83	תֹּם	CONFIRMED	וגם סיום וגמר	
86	טִרְדָּה	CONFIRMED		
