2	נָחָה	CONFIRMED	
4	הִתְחַנְחֵן	CONFIRMED	
11	שַׂרְעַפִּים	CONFIRMED	הצירוף "שקוע בשרעפים" אמיתי
14	מַבּוּעַ	CONFIRMED	
17	שַׁחַת	REJECTED	
18	מַעְצוֹר	CONFIRMED	"חסר מעצורים" קולוקציה אמיתית
21	גֹּב	CONFIRMED	"גוב אריות" מופיע כערך
22	שָׁפָן	CONFIRMED	
23	מָךְ	CONFIRMED	
24	דַּךְ	CONFIRMED	
26	כִּמְדֻמֶּה	REJECTED	הסוגריים "(כמדומני)" הן צורת נטייה ולא קולוקציה, בניגוד לכלל 4; הניסוח בגוף ראשון הוא הסבר ולא הגדרה
30	עֲבוֹדַת פָּרֶךְ	CONFIRMED	עבודת כפייה
35	מִשְׁנֵה זְהִירוּת	REJECTED	"ערנות" אינה זהירות, ו"מפני סכנה" מצמצם ללא בסיס במקורות
40	חוֹבֵק עוֹלָם	REJECTED	הפירוש קורא את הניב כתמונה גאוגרפית מילולית ומפספס את משמעות ההיקף הרחב
41	מוּעָד לְפֻרְעָנוּת	CONFIRMED	שתי המשמעויות מתועדות: מקום או זמן שצרות פוקדות אותו, ומי שעלול להזיק
43	אֶרֶץ לֹא זְרוּעָה	REJECTED	המשמעות "תחום שטרם נחקר" אינה מתועדת לצירוף הזה; היא בלבול עם "ארץ הלא נודע" (terra incognita)
44	אַחֲרִית דָּבָר	CONFIRMED	
46	הִרְהִיב עֹז	CONFIRMED	
49	הִסִּיחַ אֶת הַדַּעַת	CONFIRMED	
50	רֹאשׁוֹ וְרֻבּוֹ	REJECTED	
55	עִיר וָאֵם	CONFIRMED	
60	בְּאִבּוֹ	CONFIRMED	
62	הִגִּיהַּ	CONFIRMED	
65	הִקְהִיל	CONFIRMED	
71	צְדִיָּה	CONFIRMED	הכוונה המתוכננת מקורה במקרא "ואשר לא צדה"
74	קוֹבַע	CONFIRMED	
75	שִׁגָּיוֹן	CONFIRMED	דחף רגעי, גחמה
78	תְּעוּדַת עֲנִיּוּת	CONFIRMED	
80	תַּכְרִיכִים	CONFIRMED	
84	אֹרַח	CONFIRMED	
