1	קִלֵּס	CONFIRMED		
10	זָלַג	CONFIRMED	הקולוקציה אמיתית	
13	כָּהָה	CONFIRMED	הוגדר בפועל בהתאם לניקוד	
18	הוֹרִישׁ	CONFIRMED	כיוון הפעולה נכון	
22	צוּר	CONFIRMED		
23	כֵּף	CONFIRMED		
24	צַלְמָוֶת	CONFIRMED		
28	סְנוּנִית	CONFIRMED		
29	צְבִי	CONFIRMED		
30	צִפְעוֹנִי	CONFIRMED		
35	לְשַׁד	CONFIRMED		
37	חֻלִּין	CONFIRMED		
38	דֵּרָאוֹן	CONFIRMED		
39	חֶלְאָה	CONFIRMED		
41	אַשְׁפַּתּוֹת	CONFIRMED		
46	חֲזִיז	CONFIRMED	וגם מטען נפץ קטן	
50	פַּרְגּוֹד	CONFIRMED		
61	כָּלְתָה נַפְשׁוֹ	CONFIRMED		
62	בְּיֶתֶר שְׂאֵת	CONFIRMED		
66	יְפֵה נֶפֶשׁ	CONFIRMED		
