49	גְּזֵרָה שָׁוָה	CONFIRMED	היקש ודימוי בין עניינים	
52	לַעַג לָרָשׁ	CONFIRMED		
54	אֶצְבָּעוֹן	CONFIRMED		
55	מִרְבָּץ	CONFIRMED		
57	חִישוּר	CONFIRMED	עצם בין המרפק לכף היד	
58	דיוֹתָה	CONFIRMED	הפירוש עוקף מעגליות	
59	הֵפִיס דַעֲתוֹ	CONFIRMED		
61	לֹא שְׁזָפַתּוּ עַיִן	CONFIRMED		
63	בְּכִי תַּמְרוּרִים	CONFIRMED		
66	הָלַךְ עִמּוֹ בְּקֶרִי	CONFIRMED		
72	אָרְכָה לוֹ הַשָּׁעָה	CONFIRMED		
73	בְּהֶנֵף יָד	CONFIRMED		
80	חוֹרֵשׁ מְזִמּוֹת	CONFIRMED		
82	עֲשָׂבִים שּׁוֹטִים	CONFIRMED	וגם אנשים מזיקים	
84	אֲבַק אָדָם	CONFIRMED		
85	אִישׁ קְּצָווֹת	CONFIRMED		
87	אֵין יָדוֹ מַשֶּׂגֶת	CONFIRMED		
91	בָּא בִּדְבָרִים	CONFIRMED		
92	בָּאוּ לְעֵמֶק הַשָּׁוֶוה	CONFIRMED		
94	חָמַד לָצוֹן	CONFIRMED		
