1	הֵמִיט	CONFIRMED		
3	שָׁצַף	CONFIRMED		
6	בָּטַשׁ	CONFIRMED		
10	גִּלֵּף	CONFIRMED		
17	קִפֵּחַ	CONFIRMED	וגם קיפח את חייו = איבד	
20	הִלְעִיט	CONFIRMED		
22	הִתְבַּסֵּם	CONFIRMED		
23	נָסַךְ	CONFIRMED		
24	תָּסַס	CONFIRMED	היה מלא התרגשות ואי שקט	
25	הִבְאִישׁ	CONFIRMED	הבאיש את ריחו = השמיץ, פגע בשמו	
26	נָדַף	CONFIRMED		
30	סָגַד	CONFIRMED	התמסר לנערץ עד התבטלות	
31	זִקֵּק	CONFIRMED		
34	כִּרְכֵּר	CONFIRMED		
36	נִתַּר	CONFIRMED		
37	חִשֵּׁל	CONFIRMED	ועיצב מתכת בהכאה בפטיש , שתי המשמעויות נוכחות	
38	הִתְרַפֵּק	CONFIRMED	נזכר מתוך געגוע	
42	מֵרֵר	CONFIRMED	בכה בכי מר, התייפח	
44	הִתְבַּטֵּל	CONFIRMED	הקטין עצמו בפני אחר. המשמעות בוטל שקופה ואינה חומר מבחן	
45	רִתֵּק	CONFIRMED	משך תשומת לב במיוחד	
