2	בְּרַם	CONFIRMED	תואם
5	בְּשֶׁל	CONFIRMED	
8	אֵפוֹא	CONFIRMED	תואם
11	חֶרֶף	CONFIRMED	תואם במדויק
12	אִלְמָלֵא	CONFIRMED	תואם
14	לִכְאוֹרָה	CONFIRMED	תואם
16	אָמְנָם	CONFIRMED	
17	דְּהַיְנוּ	CONFIRMED	תואם
19	יֶתֶר עַל כֵּן	CONFIRMED	תואם
23	לְכַתְּחִלָּה	CONFIRMED	תואם
25	נִמְהָר	REJECTED	רכיב הפזיזות והמהירות חסר לגמרי; קל דעת אינו נרדף לנמהר
27	וַתְרָן	REJECTED	סלחן אינו נרדף לוותרן והוא המילה הנרדפת המובילה בפירוש
28	דַּעְתָּן	CONFIRMED	תואם
30	יָהִיר	CONFIRMED	תואם
31	עָנָו	CONFIRMED	תואם
35	נוֹעָז	CONFIRMED	תואם
36	הָגוּן	CONFIRMED	תואם
37	עִקֵּשׁ	CONFIRMED	תואם ואינו מעגלי
39	כָּנוּעַ	REJECTED	משועבד אינו נרדף וגורר משמעות של שעבוד כפוי
43	מֻפְנָם	CONFIRMED	תואם
46	גַּרְגְּרָן	CONFIRMED	תואם
51	שַׁאֲנָן	CONFIRMED	תואם
57	זָנַח	CONFIRMED	תואם, ואין מעגליות
66	הִמְרָה	CONFIRMED	תואם, הסוגריים צירוף אמיתי
70	הִסִּיק	CONFIRMED	תואם למשמעות המבחנית
81	צִדֵּד	CONFIRMED	תואם
87	חָמַק	CONFIRMED	תואם לשתי המשמעויות המובילות
92	הִלֵּךְ	REJECTED	
99	הֵסֵב	CONFIRMED	הפנה, הטה הצדה — תואם לשתי המשמעויות
103	דִּלֵּל	CONFIRMED	הפך לפחות סמיך, מהל — תואם
