4	קִמְעָה	CONFIRMED		
5	יוֹמָם	CONFIRMED		
12	נַוָּד	CONFIRMED		
14	חָפֵץ	CONFIRMED		
16	פָּצַח	CONFIRMED	פיצח הוא למה אחרת	
23	חָתַר	CONFIRMED		
27	דָּאָה	CONFIRMED		
35	קוֹשֵׁשׁ	CONFIRMED		
38	נִגַּר	CONFIRMED		
40	רָקַח	CONFIRMED	תכנן תוכנית	
43	לִחֵךְ	CONFIRMED	אש שכילתה	
46	קָץ	CONFIRMED		
48	בָּדָה	CONFIRMED		
49	טָוָה	CONFIRMED	טווה מזימות ותוכניות	
52	חִפָּה	CONFIRMED	הסתיר, כיסה	
57	קָרַן	CONFIRMED	בהשאלה נראה שמח ומאושר	
65	חָפַן	CONFIRMED		
68	הִפְקִיעַ	CONFIRMED	מחיר מופרז	
73	צָוַח	CONFIRMED		
75	סָפַד	CONFIRMED		
