76	מָעַל	CONFIRMED	גנב (הפקיד מעל בכספי הבנק)	
79	רָבַץ	CONFIRMED	רבץ על = הכביד על, העיק על	
81	סָכַם	CONFIRMED		
83	הִשְׁבִּיעַ	CONFIRMED		
84	אָצַר	CONFIRMED		
85	רָוָה	CONFIRMED	רווה נחת = חש שמחה ועונג	
89	מֹרֶךְ	CONFIRMED		
91	פַּת	CONFIRMED		
92	תֶּלֶם	CONFIRMED		
95	גֹּרֶן	CONFIRMED		
100	כּוּךְ	CONFIRMED	כוכי קבורה בדוגמאות	
113	שְׁגָגָה	CONFIRMED		
148	לַמְדָנוּת	CONFIRMED		
150	מֶתֶק	CONFIRMED		
154	דָּשֵׁן	CONFIRMED		
164	מְנֻמָּר	CONFIRMED		
165	סָבוּךְ	CONFIRMED		
171	גָּרוּם	CONFIRMED		
174	עוֹד בְּאִבּוֹ	CONFIRMED		
178	אִישׁ אֶשְׁכּוֹלוֹת	CONFIRMED		
