171	נַחֲלַת הַכְּלָל	CONFIRMED		
173	יְגִיעַ כַּפָּיו	CONFIRMED		
177	עֵרֶב רַב	CONFIRMED		
180	לַאֲמִתּוֹ שֶׁל דָּבָר	CONFIRMED		
182	דִּבְרֵי טַעַם	CONFIRMED		
183	דִּבְרֵי בֶּלַע	CONFIRMED		
191	בּוֹסֵס	CONFIRMED		
192	מַצְבִּיא	CONFIRMED		
193	דַלְפוֹן	CONFIRMED		
194	הִתְבַּשֵּׂם	CONFIRMED	שתה לשוכרה	
195	יָצָא מִכֵּלָיו	CONFIRMED	אימות רשת: התרגז מאוד, התפרץ עד איבוד שליטה עצמית	
196	סָר חִינוֹ	CONFIRMED		
197	גֶּשֶׁם זַלְעָפוֹת	CONFIRMED		
200	בִּיכֵּר	CONFIRMED		
202	לֹא יָדַע שָׂבְעָה	CONFIRMED		
