2	נָחָה	CONFIRMED	הפירוש תואם את הניקוד ואת חלק הדיבר	
4	הִתְחַנְחֵן	CONFIRMED		
11	שַׂרְעַפִּים	CONFIRMED	שקוע בשרעפים = חושב מחשבות עמוקות	
14	מַבּוּעַ	CONFIRMED		
17	שַׁחַת	CONFIRMED	וגם אבדון וגיהינום — שתי המשמעויות המבחניות	
18	מַעְצוֹר	CONFIRMED	ערך המעצר שבלקסיקון אינו רלוונטי	
21	גֹּב	CONFIRMED	גוב אריות מופיע כצירוף	
22	שָׁפָן	CONFIRMED	וגם אדם פחדן	
23	מָךְ	CONFIRMED		
24	דַּךְ	CONFIRMED		
26	כִּמְדֻמֶּה	CONFIRMED		
30	עֲבוֹדַת פָּרֶךְ	CONFIRMED		
35	מִשְׁנֵה זְהִירוּת	CONFIRMED	ערנות יתרה היא נרדף לא מעגלי	
40	חוֹבֵק עוֹלָם	CONFIRMED		
41	מוּעָד לְפֻרְעָנוּת	CONFIRMED		
43	אֶרֶץ לֹא זְרוּעָה	REJECTED		מדבר, שממה, אדמת בור
44	אַחֲרִית דָּבָר	CONFIRMED		
46	הִרְהִיב עֹז	CONFIRMED		
49	הִסִּיחַ אֶת הַדַּעַת	CONFIRMED		
50	רֹאשׁוֹ וְרֻבּוֹ	CONFIRMED		
