w2524	ככ	חיבור והידוק — שתי הליבות
w3203	ככ	יראה והתפעלות — שני רכיבי awe
w2681	ככל	התפטר ומשלים; להתפטר אותה צורה
w3862	לככלללל	לפייס וליישב; היתר צורות ופרפרזות
w3562	כלכ	שבח ולשבח; להריע צדדי
w3638	כלכ	להחליש ולהרטיב; לדכא חופף
w2880	כלללכ	צפוי ומגיע; היתר פרפרזות
w2391	כלכל	ממצא והגדרה; חפץ כללי מדי
w3303	ככ	שני תרגומים נפוצים לאותה משמעות
w3240	ככ	שניהם קישור תוצאה נפוץ
w3580	ככ	מוצא ושושלת — מוצא וייחוס
w3123	ככ	שם עצם ופועל — שתי הליבות
w3018	ככ	שני תרגומים נפוצים ל-many
w3269	כלכ	פועל ותואר; להידרדר חופף
w2784	ללככ	להתחלף וחלופי; היתר כפילות והגדרה
w3231	ככל	לאלץ ולכפות; לחייב חופף
w3046	ככ	טיח ופלסטר — שתי הליבות
w2458	ככל	סמיך וצפוף; טיפש שלישי
w2741	ככל	יחידה צבאית וחייל; יחידה כללי
w2722	ככל	ועידה ופסגה; פסגות אותה מילה
w3065	כלכ	שאלה ושאילתה; חקירה רחוק
w3922	ללככ	להתעסק ולשפר בקטן; לתקן כללי
w3726	ככ	שוליים ופוני — שתי הליבות
w3793	ככ	שני תרגומים נפוצים לקפדנות
w2653	ככ	תמה ומבולבל — אותה ליבה
w3583	כלכל	להעריך ולאמוד; לשום ושכפול
w3505	ככל	ראווה ומחזה; משקפיים ברבים בלבד
w2697	ככלל	מלומד ואקדמאי; בעל מלגה נדיר
w3767	ככלל	משמעות אחת; שני התרגומים הטובים
w3134	ככל	תמליל וגיליון ציונים; פרוטוקול חופף
w3928	כלכ	המובן הפיגורטיבי; הפיזי נדיר
w3049	כלכ	רב ושופע; מלא רחוק
w3912	ככל	פגיעות ורגישות; נטייה שלישי
w2616	לככ	מדי פעם ולעיתים; מידי שיבוש
w3428	כלכ	לתפוס ולהבחין; לראות כללי
w3392	כלכ	רופף ובערך; רפוי אותה מילה
w2577	ככ	תואר ושם עצם — שתי הליבות
w3114	ככל	מסמר וזינוק; יתד חופף
w2632	לככ	מבצע ואמן; מציג רחוק
w2666	ככ	השתקפות והרהור — שתי הליבות
w3808	כל	ציות ליבה; צייתנות אותה משמעות
w3703	כלכ	לעורר ולהזכיר; להעלות מעורפל
w2423	ככ	משמעות אחת; שני תרגומים נפוצים
w3040	לכלכ	מזיק וטרדן; שכפול ומטרד
w2718	ככ	פועל ושם עצם — שתי הליבות
w2990	כללכ	משחק ולהתאים; גפרור והתאמה משניים
w3412	ככל	לציין ומפורסם; ידוע חופף
w3014	ככ	שני תרגומים נפוצים לאותו תפקיד
w3483	כלכ	חזק ואיתן; הצירוף שכפול
w3720	ככ	לסכל ורדיד — שתי הליבות
w3944	כללל	לא לתת ליבה; היתר קריאות הקשר
w3708	כלכלל	מעודן ונפלא; חד ואנין נדירים
w3616	כלכ	תמציתי וקצר; תכליתי רחוק
w2553	לככ	משרתת ועוזרת בית; מנקה כללי
w3758	כללכ	שכיחות והיקרות; כמות ושכפול
w2504	ככל	במהותו ובעצם; בעיקרו שלישי
w3517	ככל	מאוחר יותר ועוקב; הבא חופף
w3571	לככ	אמיד ועשיר; שופע מובן ארכאי
w3689	לכללכ	עלייה לכלי והתחלה; היתר חופפים
w2791	ככ	הערכה ותודה — שתי הליבות
