w0381	ככ	שני הפירושים הרווחים ביותר
w0389	לככ	מבלי פחות נפוץ מהשניים
w0390	ככ	שני מילים נרדפות נפוצות
w0392	ללכ	רק גרוע-יותר תואם השוואה
w0393	ככ	שני מובנים נפוצים לכותב
w0407	ככל	חושש מובן שונה פחות
w0416	כל	יחד עם פחות נפוץ
w0418	כל	מקף סימון צורה כפולה
w0419	ככ	שני תרגומים נפוצים לאדריכל
w0423	ללכ	כאשר שונה מדי, מקף כפול
w0424	ככ	שני ביטויים נפוצים
w0425	לכ	לבקש צורת מקור שונה
w0428	כלכ	מקורי מובן שונה, קרוב
w0431	לכ	לבסס פועל פחות נפוץ
w0433	ככל	להתרחץ פועל, שם שונה
w0434	ככ	שניהם נפוצים לחוף
w0439	כל	כפילות פגומה, צורה מוטה
w0448	ככ	שני מובנים נפוצים לממתק
w0449	לכלכ	לחבב מובן שונה יותר
w0450	כללכ	תיבה וטיעון פחות נפוצים
w0453	ככל	תפס צורה מוטה כפולה
w0454	ככלל	גורם ומטרה פחות מדויקים
w0458	כלכ	רמאי שם עצם שונה
w0459	ככל	כימיקל חוזר על חומר כימי
w0462	לככ	ניסוח מורחב כפול למקיף
w0466	ככל	כפילות עם הערה בסוגריים
w0467	ככ	שני בניינים נפוצים לחבר
w0468	ככל	מכל חוזר על מיכל
w0470	ככ	פועל ושם עצם נפוצים
w0472	כלכל	אזור וכפר מובנים שונים
w0473	לככ	לחבר שאול מ-connect, לא מדויק
w0475	כל	מקף כפילות כתיב זהה
w0477	ככלל	תאונה כללי מדי, לא מדויק
w0479	כלכל	יחיד צורה מוטה של רבים
w0480	כללכ	כועס נדיר, להצליב ספציפי
w0481	ככל	להצטופף פועל פחות נפוץ
w0482	כלכ	לגרום נזק ניסוח כפול
w0484	ככ	שתי מילים נפוצות לחושך
w0488	לככ	שקע מובן פיזי נדיר
w0489	לללכלכ	תכנית ותרשים מובנים סמוכים שונים
w0494	ככל	עריץ קרוב יותר לטיראן
w0497	ככ	שני מובנים נפוצים לכיוון
w0502	ככ	שני תרגומים נפוצים לדרסטי
w0504	ככ	שני ניסוחים נפוצים למוקדם
w0506	ככ	פועל ושם עצם נפוצים
w0507	ככ	שני תרגומים נפוצים לאקולוגי
w0509	ככלל	גומייה כפילות כתיב, גמיש כללי
w0515	לכ	נכנס צורה מוטה של להיכנס
w0516	ככ	שני מובנים נפוצים לפרק
w0517	ככ	שתי מילים נרדפות נפוצות
w0520	לכ	מקף סימון צורה כפולה
w0523	ככ	שני מילים נרדפות נפוצות
w0531	כל	להכשיל משמעות גורמת שונה
w0533	כל	משק פחות מדויק, כללי
w0535	לככ	להגיש פחות ישיר משם
w0536	ככל	פילטר כפילות מילה שאולה
w0538	כלכ	זרם מובן סמוך, פחות ישיר
w0539	ככ	פועל ושם עצם נפוצים
w0541	ללככ	כי ומפני-ש נדירים כאן
w0545	לככל	גילה קרוב, למצוא צורה מוטה
