w2461	כלכ	מפורק אינו מובן של המילה
w3892	כלכ	לצחקק צורת פועל של צחקוק
w3296	כלכ	היווצרות כפילות של התהוות
w3126	כלכ	לבית צורה של מבויית
w3143	ככ	תוקף משפטי מול תקפות טיעון
w2668	לככ	לשחזר הוא שחזור ולא השבה
w3044	לככ	לגנוב סלנג נדיר
w2581	לכ	פולש יחיד מול הרבים
w2455	כל	לסלף מכוון לעובדות לא לצורה
w2949	ככל	השלכה יחיד של השלכות
w3849	כלכל	הנחיה נדיר; לעורר כפילות לגרום
w3472	ככל	מחסה שלישי בין נרדפים
w2945	ככ	אש והתלהבות, שני המובנים
w3081	כלכל	דחה ולדחות אותה מילה
w3469	ככ	שני המובנים הרווחים
w2610	לכ	תיאור אינו קריינות
w2563	ככל	להוציא לפועל כפילות ליישם
w3905	לכלכ	מעוצב לזרימה כפילות אווירודינמי
w2710	ככלל	לעורר כפילות; גיץ נדיר
w2759	ככ	מסע והפלגה שני המובנים
w2883	כלכ	לאמץ לקרבו הרחבה של לאמץ
w3180	כללכ	בין ובאמצע כפילויות
w3819	כללכ	לשפץ צורת שיפוץ; אוברול תעתיק
w3721	לככ	בעיקר אינו דירוג ראשוני
w3073	ככ	שני המובנים הרווחים
w2733	ככל	להבהיל שלישי בין שלושה
w3563	ככל	שותף לבדו רחב מדי
w3164	לכללכלל	אכסון והתאמה, שני המובנים
w3319	ככ	שני המובנים הרווחים
w3192	ככל	קם צורת עבר של לקום
w3606	לככ	להקביל אינו חפיפה בזמן
w3725	ככל	אחאי מילה נדירה
w3743	ככ	פועל וחפץ, שני מובנים
w3853	ככל	יכולת רחב מדי
w2938	ככ	מובן יחיד בשני ניסוחים
w3847	ככ	שני ניסוחים לאותו מובן
w3825	כלכ	לכתוב צורה של כתב
w3438	לככ	בעל כוח השפעה ניסוח מסורבל
w2584	ככל	מצאי נדיר מול מלאי
w2717	לככ	היה המום צורה של המום
w2909	ככ	שני התרגומים הרווחים
w3597	ככ	טעם ועניין, שני המובנים
w3776	ככ	המובן המושאל של אבן מרכזית
w3746	ככ	שני המובנים הרווחים
w3031	כלכל	תוואי אינו מתאר; לתאר כפילות
w2775	לככל	מרשים ונערץ אינם ראוי להערצה
w2674	ככל	מתייחס צורה של להתייחס
w3079	ככ	שני המובנים הרווחים
w3888	ככלל	אלכסון ונטייה מובנים משניים
w2916	ככ	אדם ואירוע, שני המובנים
w2881	ככלל	להוט כפילות; כמה נדיר
w2617	ככלל	הזדמנות ויחיד, מובן שלישי
w3170	ככל	גובל ב מובן שלישי
w3592	ככ	שני המובנים הרווחים
w2502	ככ	שם תואר ושם עצם
w2483	ללככ	נקז וניקוז צורות של לנקז
w2701	כלל	אח ואחות לבדם חלקיים
w2832	כלכלל	כפילויות מדויקות ברשימה
w2604	לככ	לחבר אינו מיזוג
w2728	ככל	להשעות מובן שלישי
