w0269	ככ	פועל ושם עצם נפוצים
w0270	ככלל	היגיון כפילות של הגיון; לנמק נדיר
w0272	ככ	שני תרגומים נפוצים
w0273	ככ	מנוחה והרגעה שניהם נפוצים
w0274	כלכ	דיווח צורת פועל, לא מובן נפרד
w0279	לככ	רכיבה צורת שם של לרכוב
w0280	כללכ	ימינה צורה; זכות פחות נפוץ
w0281	לככ	זירה מובן נדיר יחסית
w0282	ככ	שני תרגומים נפוצים לדרך
w0283	לכלכ	רץ צורת פועל; לזרום נדיר
w0284	ככ	שם עצם ותואר נפוצים
w0285	ככ	פועל ושם עצם נפוצים
w0289	כלל	כפילות מקף; להקה נדיר
w0291	ככ	תואר ושם עצם נפוצים
w0295	כל	לתחזק מובן צר יותר
w0297	ככ	אורך וגובה שני מובנים
w0298	כללכ	מופע והופעה פחות מתוכנית
w0299	כללכ	לצודד צורת לצדד; לתמוך אחר
w0301	ככ	פשוט ותמים שני מובנים
w0302	כלכ	כפילות מקף; מאז מובן זמן
w0304	כלכ	רווק ויחיד נפוצים; בודד פחות
w0305	ככל	אדון צורת אדוני
w0309	ככל	תואר ופועל; לאט שלישי
w0311	ככ	פועל ושם עצם נפוצים
w0312	ככלללל	מאוד ואז מייצגים; השאר כפילות
w0313	ככ	מטרה ותוצאה שני מובנים
w0316	כלכ	מוקדם פירושו early לא soon
w0318	ככ	תואר ושם עצם נפוצים
w0319	לכלכל	כסף וזמן; פיזור ובזבוז לא מדויק
w0320	כלכ	פועל ודוכן; עמדה שלישי
w0321	ככל	שם ופועל; כוכבית סמל נדיר
w0322	ככ	פועל ושם עצם נפוצים
w0324	ככל	שתי משמעויות שם; לצעוד שלישי
w0330	כלכ	טיפשי צורת טיפש
w0331	ככ	שתי מילים נרדפות נפוצות
w0332	כל	מותק כינוי חיבה נדיר
w0335	ככ	פועל ושם עצם נפוצים
w0336	ככל	טעם וחיבה; ממתק שלישי
w0339	ככ	צוות עבודה וקבוצת ספורט
w0341	ככ	שתי צורות השוואה נפוצות
w0343	לכ	כפילות; הודות הצורה התקנית
w0344	כלכ	כפילות מקף; ההוא מובן אחר
w0350	לככ	מבעד צר יותר מדרך
w0351	ככ	כרטיס כניסה ודוח תנועה
w0352	ככ	פעם וזמן שני מובנים
w0354	ככל	יותר מידי צורת מדי
w0356	ככל	קרן נאמנות נדיר, כדוגמה בהנחיה
w0358	ללככ	סיבוב צורת לסובב; תור ולפנות נפוצים
w0359	ככ	שתי מילים נרדפות לתחת
w0361	ככ	שתי צורות שימוש נפוצות
w0362	כלכ	עד עתה פחות רווח
w0364	כלכ	כפילות מקף; לרוב מובן זהה
w0366	ככ	פועל ושם עצם נפוצים
w0367	לככ	להשמיע קול צר; קול והביע נפוצים
w0368	ככל	להמתין צורה רשמית של לחכות
w0369	ככ	חומה חיצונית וקיר פנימי
w0370	לכ	מחסור מובן ארכאי
w0372	ללככ	שעון ולצפות נפוצים; השאר משניים
w0373	ככ	אופן ודרך שני מובנים
w0377	ככל	כש- צורת כאשר
