w1761	ככ	שני ניסוחים נפוצים לאותה משמעות
w1204	ככל	נראה ש- כפילות של להיראות
w2131	ככ	שניהם המשמעות היחידה הנפוצה
w1473	כלכ	להתחרט כופל את משמעות הפועל
w2059	לכ	מתאים הוא suitable ולא convenient
w1347	לככ	ליצור נטייה של יצר
w1891	ככ	שני התרגומים הרווחים
w1387	ככל	מקרא מפה הרחבה של מקרא
w1961	ככ	שני תרגומים נפוצים
w1671	לככל	לעצב design; אומנות כופל מלאכה
w1288	ככל	חוסר הסכמה וריאנט של אי הסכמה
w1256	כלכל	יחיד ורבים של אותן מילים
w2079	כלכ	מקדמה משמעות משנית
w1738	ככ	שם עצם ופועל, שניהם נפוצים
w2052	ככ	שתי המשמעויות המרכזיות
w1589	לככ	מנהל כופל את ניהול
w2125	לכ	להעדיף נטייה אחרת של מועדף
w1425	כלכל	כללי ובסך הכל כופלים
w1766	לככ	להדביק נטיית מקור של הודבק
w1789	כללכ	במשך החיים וחיים אינם lifetime
w1508	ככ	שתי המשמעויות הקלאסיות
w2245	ככ	כיוון והתמצאות שניהם מרכזיים
w2144	ככ	שם עצם ופועל נפוצים
w1722	כל	הוצאות רבים של הוצאה
w1234	ככ	שני ניסוחים שקולים ונפוצים
w1445	לכלכ	ראוי והולם כופלים את מתאים
w1339	ככ	רשמי ופורמלי שניהם רווחים
w1681	כלכ	דיון כופל את ויכוח
w1855	ככ	שני ביטויים נפוצים שווי ערך
w1458	ככלל	רכס ומטווח משמעויות משניות
w1922	ככ	שני תרגומים רווחים
w1312	ככ	הוכחה וראיה שתי המשמעויות
w2091	כללכ	עמום וסתום משמעויות משניות
w1902	כלכל	כיווץ שם פעולה; פסיכיאטר סלנג
w1858	ככ	שני תרגומים מרכזיים
w1716	לכ	להתפתח שם פועל של התפתח
w2074	ככללל	לצמצם הפחתה להפחית כפילויות
w1977	לכלכ	אי-נוכחות והעדר כפילויות
w1365	ככ	יוצא ועומד, שניהם נפוצים
w1627	לככלללל	לשעמם ולקדוח; השאר bear או כפילות
w1689	ככל	לסרב הוא refuse
w1755	לכ	חולי ספרותי ונדיר
w1894	כלכללל	להבטיח promise; השאר משניים
w2143	ככל	בהינתן ש כפילות ניסוח
w1223	ככ	בעלות והשתייכות, שתי המשמעויות
w1704	ככ	שני תרגומים רווחים
w1530	כלכל	תנאי ומונח צורות יחיד
w1890	כל	לווין כתיב חסר של לוויין
w1467	לכ	הקלטה יחיד מול כותרת ברבים
w1411	ככ	תואר ופועל, שתי המשמעויות
w2056	ככ	פועל ושם עצם נפוצים
w1437	לכ	הכנות לקראת צורת רבים
w1707	לככל	לנקוט משני; להשתמש ב- כפילות
w2160	כלכ	חשיבות משמעות נדירה
w1239	לכלכל	רגיל אגבי יומיומי אינם מרכזיים
w2130	ככ	שם עצם ופועל, שניהם נפוצים
w2016	ככ	שם עצם ופועל, שניהם נפוצים
w2281	לככ	עדיף רק בצירוף would rather
w2341	כלכ	נסיון כופל את ניסוי
w2275	לככ	מתקדם ומתמשך מכיל מועמד אחר
