w1123	ככ	נפש ונשמה שניהם רגילים
w0815	ללככ	איזון ושיווי משקל המובן המרכזי
w0918	כללכ	חילופין והחלפה נפוצים, בורסה משנית
w1031	לככל	הפוך וממול נפוצים, מנוגד משני
w0942	כלכ	מסגרת ולמסגר, הפללה מובן משני
w1016	ככ	שתי החלופות רגילות
w1103	ככלל	דוגמה ומדגם, דגימה ולדגום משניים
w0916	כלכל	חוץ מ ומלבד, היתר כפילות
w0848	כללכ	מעיל ושכבה, קטע סוגריים אינו מועמד
w0941	ללככ	צורה וטופס הנפוצים, הפעלים משניים
w0831	לכללללל	שאר הצורות נטיות של בנה
w0814	לככלל	בצורה גרועה ומאוד שני המובנים
w1113	ככל	צל ולעקוב, להאפיל משני
w1116	לכ	ביישן, להירתע מובן משני
w1055	לככ	הרה בסוגריים כפילות של הרה
w1034	ככ	תשוקה ולהט שניהם רגילים
w1066	לכלללכל	מיזם ופרויקט, פרוייקט שגיאת כתיב
w0828	לכ	גבול השם, הפועל משני
w0931	ככ	שני התרגומים שקולים ונפוצים
w1074	לכ	רבע, רובע מובן משני
w1004	לככ	נמוך ולהוריד, להנמיך משני
w0859	ככלל	מורכב ומתחם, קומפלקס ומסובך משניים
w1033	כל	זוג, הפועל לזווג משני
w1099	ככל	עלייה ולעלות, עליה כתיב חלופי
w0963	כלללכ	עם זאת ואולם, היתר חופפים
w0869	ככללל	בית משפט ומגרש, מגרש כפול
w0884	כלכ	מגיע בסוגריים כפילות של מגיע
w1029	ככ	שתי החלופות רגילות
w1160	לככל	רכבת ולאמן, להתאמן ולהכשיר משניים
w1076	ללככ	להרים ולהעלות, לגדל והעלאה משניים
w1110	ככל	בכיר וקשיש, זקן שגוי
w1027	לככ	לשים לב והודעה, התראה משנית
w0899	כלכ	במשך ובמהלך, תוך כדי משני
w1006	ככ	הפעולה והגוף שני מובנים
w1095	ככ	שם עצם ופועל שניהם נפוצים
w1037	לככ	מטופל יחיד, כפילות של מטופלים
w1126	כלכ	חלל ומרחב, רווח משני
w0938	ככ	שתי החלופות זהות ונפוצות
w1132	לכלכ	תקן וסטנדרטי, רמה ומקובל משניים
w1121	ככ	שם עצם ופועל שניהם רגילים
w0898	לככ	לזרוק ומזבלה, לשפוך משני
w0987	לככ	עז ואינטנסיבי, חזק רופף
w0874	כלכ	כרגע וכעת, נכון לעכשיו משני
w0870	כללללכ	לכסות וכיסוי, כריכה ולסקר משניים
w0994	כל	ברך יחיד, כפילות של ברכיים
w1080	ככל	לאחרונה ואחרון, טרי שגוי
w0854	לכלכ	פקודה ולצוות, שליטה משנית
w0835	ככ	שני התרגומים רגילים
w1101	ככ	בטיחות וביטחון שניהם רגילים
w0901	ככ	כלכלה וחסכנות שני המובנים
w1104	כלכ	להפחיד ובהלה, פחד שגוי
w1112	לככ	משפט וגזר דין, הפועל משני
w0988	ככל	להציג ולהכניס, היכרות משנית
w0937	ככל	טיפש ולרמות, לשטות חופף
w1157	ככלל	מסלול ולעקוב, שיר ומסילה משניים
w0819	לללככ	לנצח ולהכות, קצב ומקצב משניים
w0889	כלכ	מכשיר ואמצעי, תחבולה משנית
w0954	כלכ	אולם ומסדרון, היכל משני
w0977	ככ	שתי החלופות רגילות
w1091	ככ	כתב ועיתונאי שניהם רגילים
