k	term	cands
w1908	spill	דליפה | לשפוך
w1912	stable	יציב | אורווה
w1913	stack	ערמה | לערום | ערימה
w1915	stamp	להטביע | חותמת | בול
w1916	starve	להרעיב | לרעוב
w1918	steel	להתחשל | פלדה
w1919	sticky	בעייתי | דביק
w1920	straighten	להזדקף | ליישר
w1922	strict	קפדני | נוקשה
w1923	stripes	פסים | דרגה | פס
w1924	struggle	מאבק | להיאבק | מאמץ
w1926	stunt	לעכב | תרגיל מסוכן | פעלול
w1929	succeed	להצליח | הצליח | לרשת
w1932	supportive	תומך | מעודד
w1933	supreme	עילאי | עליון
w1934	suspicious	חשדן | חשוד | חשוד (משהו)
w1935	swallow	לבלוע | סנונית
w1936	swing	נדנדה | לנדנד | להתנדנד
w1938	territory	שטח | טריטוריה | תחום
w1941	toes	אצבע רגל | בוהן | בהונות
w1943	toward	לכיוון | לעבר | אל עבר | אל
w1944	traffic jam	פקק תנועה | פקק
w1945	transition	מעבר | שינוי | לעבור
w1946	trigger	הדק | לגרום | להפעיל
w1947	triggered	לגרום | עורר | גרם | להפעיל | לעורר | הוביל ל-
w1948	twist	תפנית | סיבוך | לפתל | סיבוב
w1950	ultimate	מוחלט | סופי | עליון
w1951	uncertain	לא בטוח | מסופק
w1953	unfortunate	מצער | ביש מזל
w1954	unlike	בניגוד ל | שונה | שלא כמו
w1955	unnecessary	מיותר | לא הכרחי
w1958	valid	תקף | הגיוני
w1959	valuable	חשוב | יקר ערך
w1960	variety	מגוון | זן | מבחר
w1961	various	שונה | מגוון
w1966	warmth	חמימות | חום
w1970	weigh	לשקול | להכביד
w1972	whistle	לשרוק | משרוקית | שריקה
w1974	wisdom	חכמה | בינה | חוכמה
w1977	absence	אי-נוכחות | היעדר | העדר | היעדרות
w1978	abuse	שימוש לרעה | להתעלל | ניצול | לנצל | התעללות
w1979	account	תיאור | חשבון | account for — להסביר | דיווח | take into account — להתחשב | להסביר
w1980	accurate	נכון | מדויק
w1981	actual	אמיתי | ממשי
w1984	admit	להכניס | להודות | לקבל | לקבל לתוך קבוצה
w1989	ally (allies)	בעל ברית | בן-ברית (בנות-ברית) | בן-ברית
w1992	announcement	הודעה | הכרזה
w1995	apparently	לכאורה | כנראה
w1999	approach	להתקרב | גישה | לגשת | לפנות אל | שיטה
w2000	appropriate	מתאים | הולם
w2005	as far as	ככל ש | בכל הנוגע ל- | לגבי
w2007	associate	לקשר | עמית
w2008	assume	להניח | לקחת על עצמו
w2009	attend	להשתתף | להיות נוכח | לטפל
w2010	attorney	עורך-דין | עורך דין
w2013	barn	אסם | רפת
w2015	belief	אמונה | דעה
w2016	bend	עיקול | לכופף
w2018	bent	כופף | כפוף | נחוש
w2019	berry	גרגר | גרגרי יער | פרי יער
