י2:147	סְלִידָה	CONFIRMED		
י2:174	צָחִיחַ	CONFIRMED		
י2:188	הָדוּר	CONFIRMED		
י3:20	לִבָּה	CONFIRMED	מילוג מאשר את סעיף הפועל בניקוד זה	
י3:36	גָּנַז	CONFIRMED		
י3:123	צִיָּה	CONFIRMED		
י4:71	פִּעְפֵּעַ	CONFIRMED		
י4:160	שָׁפוּף	CONFIRMED		
י4:208	הִקְשָׁה עָרְפּוֹ	CONFIRMED	אומת ברשת	
י5:23	לִפֵּף	CONFIRMED		
י5:167	בְּיָד רָמָה	CONFIRMED		
י5:201	הִרְנִין	CONFIRMED		
י6:46	מִגְבַּעַת	REJECTED	דיוק מדומה: המקורות אומרים כובע קשיח בעל שוליים, לא רחב שוליים	כובע קשיח בעל שוליים
י6:96	טָמַן לוֹ פַּח	CONFIRMED		
י6:110	שְׁוֵה נֶפֶשׁ	CONFIRMED		
