י9:83	דּוֹבְרָה	CONFIRMED	ויקימילון+מילוג: כלי שיט שטוח להובלת מטען
י9:123	תַּעַר	CONFIRMED	ויקימילון: שתי המשמעויות (גילוח, נדן) נכונות
י9:167	יָדוֹ עַל הַתַּחְתּוֹנָה	CONFIRMED	אבניאון: הפסיד, נחל מפלה
י9:181	חָנַט	CONFIRMED	ויקימילון: חניטת גופה והוצאת פרי ראשון
י9:186	אַרְכּוֹף	CONFIRMED	ויקימילון: טבעת באוכף למדרך כף הרגל
י9:188	בֻּרְסְקִי	CONFIRMED	מילוג: אדם שעוסק בעיבוד עורות
י9:194	אַרְכָאִי	CONFIRMED	ויקימילון: עתיק, מיושן, שאינו מתאים להווה
י10:20	הַלָּה	CONFIRMED	ויקימילון: כינוי רמז ההוא, תואם את הניקוד
י10:33	הֶקֵּשׁ	CONFIRMED	ויקימילון: אנלוגיה, הסקה לפי דמיון
י10:40	עִנְבָּר	CONFIRMED	ויקימילון: אבן חן מהתאבנות שרף עצים
י10:62	אֵיפָה וְאֵיפָה	CONFIRMED	ויקימילון: משוא פנים, יחס בלתי שווה
י10:71	קָנָה (לוֹ) שְׁבִיתָה	CONFIRMED	מילוג+ויקימילון: התבסס במקום באופן קבוע
י10:121	צפריר	CONFIRMED	ויקימילון: רוח בוקר קלילה
י10:131	לזות שפתיים	CONFIRMED	אבניאון: דברי דיבה ושקר לרעת הזולת
י10:148	בר מינן	CONFIRMED	מילוג+ויקימילון: המת; וגם לא עלינו
