הִתְוַדָּה	CONFIRMED	מילוג: הודה בכנות במעשיו, ברגשותיו או בכוונותיו
חֲבַרְבּוּרָה	CONFIRMED	מילוג: כתם כהה על עור הנמר; ההכללה לבעל חיים נתמכת בחברבורי=מנומר
כּוֹרֵם	CONFIRMED	מילוג: חקלאי המגדל גפנים לענבים או ליין
עָמַד מִלֶּכֶת	CONFIRMED	מילוג: הפסיק, פסק, חדל
אֶבֶן מַשְׁחֶזֶת	CONFIRMED	מילוג (משחזת): מכשיר להשחזה ולחידוד מתכת וחומרים קשים
אַכְסַנְיָה	CONFIRMED	מילוג: מקום לינה למטיילים ולנופשים
אָסִיף	CONFIRMED	מילוג: איסוף התוצרת החקלאית מן השדות והמטעים
אִצְטַבָּה	CONFIRMED	מילוג: מדף, משטח בקיר להנחת חפצים
בְּלֵית בְּרֵרָה	CONFIRMED	אבניאון (ברירה): מצב שבו אין אפשרות בחירה אחרת
בַּלְשָׁנוּת	CONFIRMED	מילוג: תחום המחקר העוסק בשפה אנושית
בְּנָקֵל	CONFIRMED	מילוג: בקלות, ללא קושי רב
בֵּרֵא	CONFIRMED	מילוג: בפיעל כרת, גדע — תואם את הניקוד, לא בָּרָא=יצר
בְּשִׁוְיוֹן נֶפֶשׁ	CONFIRMED	אבניאון: אדישות, קור רוח, חוסר התעניינות
גַּבְשׁוּשִׁי	CONFIRMED	מילוג: שיש עליו בליטות קטנות, מחוספס
גַּת	CONFIRMED	מילוג: מתקן או בור לדריכת ענבים לשם הפקת יין — המתקן, לא העיר
דַּקְדְּקָן	CONFIRMED	מילוג: מי שמקפיד מאוד על פרטים קטנים ועל דיוק
הִגִּיעַ לְפִרְקוֹ	CONFIRMED	מילוג: הגיע לגיל מתאים לנישואין
הִכְפִּישׁ	CONFIRMED	מילוג: פגע בשמו הטוב, העליל או השמיץ
הִלְבִּין אֶת פָּנָיו	CONFIRMED	מילוג (הלבין פנים): ביזה, בייש, השפיל
הֵסִית	CONFIRMED	מילוג: שידל אדם לעשות מעשה אסור, רע או מזיק
הֶעֱלָה מִתְּהוֹם הַנְּשִׁיָּה	CONFIRMED	אבניאון (תהום הנשיה): שכחה מוחלטת; "מעלה מתהום הנשייה"
הֶרֶף עַיִן	CONFIRMED	מילוג: רגע קצר מאוד
הַשָּׂגָה	CONFIRMED	מילוג: תפיסה והבנה בשכל; ביקורת, טענת נגד — שתי המשמעויות
הִתְעַרְטֵל	CONFIRMED	מילוג: הסיר בגדים וחשף את גופו, התפשט
זָרָה חוֹל בְּעֵינָיו	CONFIRMED	מילוג+האקדמיה ללשון: להטעות במכוון
חָזַר לְסוּרוֹ	CONFIRMED	האקדמיה ללשון: שב לדרכו הרעה, להתנהגותו הקלוקלת
חָצִיר	CONFIRMED	מילוג: עשב קצור ומיובש למאכל בהמות; "עשב שדה" מכסה גם את המקראית
חֵרֵף אֶת נַפְשׁוֹ	CONFIRMED	אבניאון (חרף נפשו): אומץ בזמן סכנה, risk one's life
חָשַׁק אֶת שִׁנָּיו	CONFIRMED	מילוג (חשק שיניים): נמנע מתגובה, התאפק, הבליג
יָדוֹ לֹא הָיְתָה מַשֶּׂגֶת	CONFIRMED	אבניאון (ידו משגת): יכול להרשות לעצמו — השלילה הפוכה נכון
