w3281	לשלוח	לשגר	דיווח
w2059	נוח	מתאים	-
w1757	חסר סבלנות	קצר רוח	-
w3431	רופא	-	-
w1835	רעיל	ארסי	-
w3531	לעבור	-	-
w1294	ספק	לפקפק	-
w3375	לשכר	להרעיל	-
w1595	ליישם	להגיש בקשה	למרוח
w3571	אמיד	עשיר	-
w1118	חתימה	-	-
w1898	סדין	גיליון	-
w3750	לעכב	להפריע	-
w2854	נציג	להאציל	-
w3689	להפליג	להתחיל	-
w0979	יחיד	אישי	-
w2813	זהיר	-	-
w3114	זינוק	מסמר	-
w2069	שחר	להבין	-
w0633	נורמה	תקן	-
w3260	לטפח	לעבד	-
w3047	להתחנן	לטעון	-
w0364	בדרך כלל	לרוב	-
w0172	בדיחה	להתלוצץ	-
w2150	לעיתים רחוקות	-	-
w2233	הזדמנות	אירוע	-
w0509	גמיש	גומייה	-
w0776	גרסה	-	-
w0398	חמישי	-	-
w3485	למען	-	-
w2702	הצידה	לרוחב	-
w0209	פה	שפך	-
w1054	יקר	אהוב	-
w2634	יונה	-	-
w2018	כפוף	נחוש	-
w1437	הכנה	-	-
w0699	לסרוק	-	-
w0035	טוב	-	-
w1625	להגביר	לחזק	-
w2382	ליישר	להתאים	-
w0727	חריף	-	-
w0908	רגש	-	-
w2512	מתיש	מעייף	-
w2489	שושלת	-	-
w1008	נישואים	-	-
w1637	גמל	-	-
w3808	ציות	צייתנות	-
w3645	עבריין	-	-
w0619	מולקולה	-	-
w3695	לצרף	להקיף	-
w1520	משטח	לצוף	-
w2984	יונק	-	-
w0341	מאשר	-	-
w3398	גרידא	בלבד	-
w2474	לשבש	להפריע	-
w0537	אצבע	-	-
w3578	לסירוגין	-	-
w3399	שובבות	תעלול	-
w0837	תא	סוללה	-
w1450	לרכוש	רכישה	-
w1949	בדרך כלל	-	-
w1182	מזג אוויר	לשרוד	-
w1553	לא ריאלי	-	-
w3725	אחאי	-	-
w1628	לנתר	לקפוץ	-
w1097	פרס	לתגמל	-
w2108	זכאי	-	-
w0106	אבא	-	-
w1672	משבר	-	-
w0148	חם	חריף	-
w2037	טקס	-	-
w2235	תמנון	-	-
w2467	עמום	לעמעם	-
w0105	מפורסם	-	-
w1911	זרקור	-	-
w2449	מנהג	מותאם אישית	-
w1005	לנהל	להצליח	-
w1740	כסף	קרן	-
w3625	מולד	-	-
w0512	ריק	לרוקן	-
w0114	אש	לפטר	לירות
w1605	לנסות	ניסיון	-
w1241	קוויאר	-	-
w3100	ליישב	להתיישב	לסלק
w0579	בינלאומי	-	-
w3512	צעד	לצעוד	-
w0684	להגיב	לענות	-
w0451	קזינו	-	-
w2126	מספר	דמות	להבין
w1179	חזותי	-	-
w3814	השמטה	-	-
w0125	פרי	-	-
w3284	מחלוקת	להתווכח	-
w1818	יריב	-	-
w3302	להשוות	-	-
w0688	מהפכה	סיבוב	-
w3432	ציר	לסובב	-
w0978	עצמאי	-	-
w1537	לסיכום	-	-
w2191	להשיק	לשגר	-
w0404	אקדמי	-	-
w2002	ויכוח	טיעון	-
w3479	בעל תושייה	-	-
w3786	לתעב	לשנוא	-
w2379	יועץ	-	-
w1127	נאום	דיבור	-
w2284	סירוב	-	-
w1377	לתקשר	-	-
w0620	קוף	-	-
w1391	היגיון	לוגיקה	-
w0648	ציור	-	-
w3087	להגביל	-	-
w3173	מעבר	-	-
w3182	קטיעה	-	-
w3527	עץ	קורה	-
w1170	למרבה הצער	לצערי	-
w3096	נדיר	מועט	-
w3034	קצב	-	-
w2012	מציאה	להתמקח	-
w2014	עטלף	מחבט	-
w0149	בית	-	-
w0568	נסתר	חבוי	-
w2256	שלב	-	-
w3221	מרכבה	-	-
w0842	לרדוף	מרדף	-
w2657	שיעור	תעריף	-
w3767	להנחיל	להקנות	-
w1178	מבקר	אורח	-
w0090	מזרח	-	-
w3354	לפגוע	להחליש	-
w2585	תכשיט	אבן חן	-
w1375	כלי	כלי נגינה	-
w2093	לדוגמה	למשל	-
w3374	מעי	-	-
w3349	כלומר	-	-
w1937	זמני	-	-
w1480	משאב	-	-
w1921	נחל	לזרום	-
w3679	להתפצל	לסטות	-
w1082	לזהות	להכיר	-
w2601	מבוך	-	-
w2954	לאור	-	-
w2190	נתיב	-	-
w0802	סוכנות	-	-
w0175	מלך	-	-
w0266	מלכה	-	-
w1956	לא יציב	-	-
w2180	ממשק	-	-
w1988	דומה	-	-
w0531	להיכשל	להכשיל	-
