w1692	הרסני	-	-
w2842	נימוס	אדיבות	-
w3622	כליאה	מאסר	-
w0126	מלא	שבע	-
w2484	לנדוד	ערימה	נטייה
w2880	מגיע	צפוי	-
w1817	לפעול	לנתח	להפעיל
w2448	מטבע	-	-
w2937	מורשת	-	-
w0594	מנהיג	מוביל	-
w1925	עקשן	-	-
w2598	שוליים	רווח	הפרש
w0155	בעל	-	-
w3031	מתאר	לתאר	-
w3544	ישים	בר-קיימא	-
w0865	ליבה	מרכז	-
w2526	עז	אכזרי	-
w1444	תעמולה	-	-
w0860	מושג	רעיון	-
w0866	פינה	לדחוק לפינה	-
w2783	לשנות	-	-
w0356	אמון	לבטוח	קרן נאמנות
w0828	גבול	לגבול	-
w1961	מגוון	שונה	-
w1760	בהשוואה	-	-
w3650	תיאור	הצגה	-
w1336	גמיש	-	-
w3863	להפריך	-	-
w1659	קשר	קונספירציה	-
w2369	ראוי	-	-
w2186	משותף	מפרק	-
w1931	סכום	לסכם	-
w3120	לאחר מכן	-	-
w1407	מוטיב	-	-
w2297	קדוש	-	-
w2215	באוויר	-	-
w2761	בין אם... ובין אם...	-	-
w2054	להודות	להתוודות	-
w0542	לדוגמה	-	-
w0547	ידידותי	חברותי	-
w3783	סלחנות	ותרנות	-
w2028	ללוות	-	-
w2711	לציין	לפרט	-
w0450	מקרה	תיק	-
w3324	עדר	לנהור	-
w2649	לפרסם	-	-
w1660	קבוע	מתמיד	-
w3238	לתמצת	להתעבות	-
w3515	למעוד	להיכשל	-
w1244	אופי	דמות	תו
w3186	חרדה	-	-
w3133	תכונה	-	-
w3607	להנציח	-	-
w1609	סתיו	-	-
w2718	תחליף	להחליף	-
w2194	להלוות	-	-
w2294	לסגת	נסיגה	מפלט
w0820	התנהגות	-	-
w2098	להיתקל	מפגש	-
w2046	מושבה	-	-
w3425	להציף	להכריע	-
w2839	מוסכמה	כנס	אמנה
w2058	מנוגד	הפך	-
w1072	טהור	-	-
w3329	לבצר	לחזק	-
w0740	הצלחה	-	-
w1910	לקלקל	לפנק	-
w1455	משקעים	-	-
w1087	דתי	-	-
w0144	כאן	-	-
w1569	להחליש	-	-
w0565	הרמוניה	-	-
w0335	הפתעה	להפתיע	-
w0624	טבעי	-	-
w3648	מוות	קץ	-
w3717	חנופה	-	-
w0611	שוק	לשווק	-
w3090	הכנסות	-	-
w1878	פרישה	-	-
w3584	ראוי לעיבוד	חקלאי	-
w3097	לפזר	להתפזר	-
w1886	גומי	-	-
w0092	ליהנות	-	-
w1839	אוכלוסייה	-	-
w1643	צדקה	-	-
w1301	או... או...	-	-
w3890	להבריח	-	-
w0244	מושלם	-	-
w1695	לאכזב	-	-
w2755	להשתנות	-	-
w0233	אורגני	-	-
w0357	אמת	-	-
w2974	אב בית	שרת	-
w2695	היגייני	תברואתי	-
w3884	מוחלט	טהור	שקוף
w1196	חובב	-	-
w1808	יליד	מקומי	-
w3549	יבלת	-	-
w3755	להפליל	לערב	-
w1966	חום	חמימות	-
w2861	לנתק	להפריד	-
w2400	תחבושת	לחבוש	-
w0893	לדון	-	-
w0198	זיכרון	-	-
w2189	רק	בדיוק	צודק
w0856	קהילה	-	-
w0580	ראיון	לראיין	-
w3426	חלקיק	-	-
w0592	גדול	-	-
w3936	אמיתות	אמינות	-
w3155	לוחמה	-	-
w2888	לסבול	לשרוד	-
w2744	אדיש	לא מודאג	-
w0957	גובה	-	-
w3705	גולה	מהגר	-
w3406	בחילה	-	-
w2537	שום	-	-
w0083	מלוכלך	-	-
w1821	חיצוני	-	-
w0628	שכן	-	-
w0441	גם... וגם...	-	-
w3933	מהומה	סערה	-
w1335	טעם	-	-
w1974	חוכמה	-	-
w2551	גיבורה	-	-
w2620	מתמשך	-	-
w0772	שדרוג	לשדרג	-
w0800	מבוגר	-	-
w2593	עדשה	-	-
w1783	לבודד	-	-
w3603	לנצל	לכתוב ברישיות	-
w0672	חידה	לבלבל	-
w2827	מנצח	מוליך	כרטיסן
w0543	יער	-	-
w2495	לאכוף	-	-
w2568	נחות	-	-
w2477	להסיח דעת	-	-
w1561	מילולי	בעל פה	-
w0741	כגון	-	-
w0210	לזוז	לעבור	מהלך
w2431	תוצאה	השלכה	-
w1847	קידום	מבצע	-
w3357	כדי	-	-
w2763	להרחיב	-	-
w0476	פרה	-	-
w1813	תצפית	הערה	-
w2277	פרסום	כתב עת	-
w3714	להעמיד פנים	-	-
w3761	חרוץ	-	-
w0109	הרגשה	רגש	-
