w1438	נוכחות	-	-
w1088	מרוחק	שלט	-
w0173	לקפוץ	קפיצה	-
w2318	ספונטנית	-	-
w0315	לפעמים	-	-
w1567	לבזבז	בזבוז	פסולת
w3331	חיכוך	-	-
w2450	פגיון	-	-
w0004	מסוגל	מוכשר	-
w3201	תכונה	לייחס	-
w1642	דגן	דגני בוקר	-
w2389	אדיש	-	-
w2672	שיקום	-	-
w2730	מהיר	-	-
w2490	מהדורה	-	-
w2265	לשבח	שבח	-
w2983	גודל	עוצמה	-
w3052	מוקדם	פג	-
w1476	לארגן מחדש	-	-
w0763	תאום	-	-
w0419	אדריכל	-	-
w1673	מבקר	-	-
w2644	סביר	-	-
w3612	חובה	-	-
w3548	מחלקה	אגף	-
w3158	רווחה	-	-
w0708	חד	חריף	-
w0178	מאוחר	מנוח	-
w3802	להצטנף	-	-
w2588	עפיפון	-	-
w0154	מאה	-	-
w0877	להגן	-	-
w2010	עורך דין	-	-
w3111	בודד	-	-
w2501	מקנא	-	-
w0499	מרחק	-	-
w2894	מופרז	-	-
w2868	חד פעמי	-	-
w0804	אזעקה	חרדה	להבהיל
w3116	גבעול	לנבוע	-
w2770	בהתאם	-	-
w1299	רעידת אדמה	-	-
w3118	לעורר	-	-
w2139	להמר	הימור	-
w2207	מנדט	לחייב	-
w2645	להאריך	-	-
w2045	קולוניאלי	-	-
w3539	עמימות	-	-
w0009	נגד	-	-
w0718	כדורגל	-	-
w0556	שמח	-	-
w3775	לשמור	להמשיך	-
w3106	לקלף	-	-
w0615	חונך	-	-
w0443	לחם	-	-
w0854	פקודה	לצוות	שליטה
w2886	להקסים	-	-
w1905	לשקוע	כיור	-
w0548	צפרדע	-	-
w3932	ריפוד	-	-
w0353	יחד עם	-	-
w2985	כתב יד	-	-
w1206	אריסטוקרט	-	-
w3040	מזיק	טרדן	-
w1272	לסדוק	סדק	-
w1085	לשחרר	שחרור	-
w2436	צרכן	-	-
w3577	רמיזה	-	-
w3691	למרר	-	-
w2417	לשלב	-	-
w3660	להחריב	-	-
w2837	מחלוקת	-	-
w3318	רעב	-	-
w0052	מרכז	למקד	-
w2701	אח	אחות	-
w0764	סוג	להקליד	-
w3567	הופעה	-	-
w2608	מורל	-	-
w1158	מסורת	-	-
w2011	מכירה פומבית	-	-
w3042	קטנוני	-	-
w2699	משלוח	-	-
w1546	טרופי	-	-
w0396	עשירי	-	-
w2142	מחווה	תנועת יד	-
w1823	תנור	-	-
w2887	סיבולת	-	-
w2444	מחוז	-	-
w2573	לבדוק	-	-
w0705	לשרת	להגיש	-
w0961	כבוד	לכבד	-
w0884	להיות ראוי	-	-
w3646	להעמיק	-	-
w2547	מגבלה	נכות	-
w1464	קורא	-	-
w1099	לעלות	עלייה	-
w0571	אידיאלי	אידיאל	-
w3632	להתכנס	-	-
w2274	רווחי	-	-
w3681	צייתן	-	-
w0271	רשומה	שיא	לתעד
w2811	זחל	-	-
w3384	לחוקק	-	-
w2140	נדיב	-	-
w0814	רע	מאוד	-
w3383	לכבס	להלבין	-
w2904	עמית	-	-
w3163	להדגיש	-	-
w2348	מתחת	-	-
w0896	להפריע	-	-
w3165	לצבור	-	-
w2481	מגוון	-	-
w2027	נועז	מודגש	-
w1100	מסלול	-	-
w1540	טראנס	-	-
w0485	להחליט	-	-
w0792	מעל הכול	-	-
w2824	לקבץ	-	-
w1837	מדיניות	-	-
w0789	לדאוג	דאגה	-
w1807	בן תמותה	אנוש	-
w3626	להתקהל	-	-
w0501	דומיננטי	-	-
w1167	צינור	-	-
w0050	מצלמה	-	-
w0221	עכשיו	-	-
w3404	הדדי	-	-
w1103	דגימה	לדגום	-
w3896	נקודה	-	-
w1702	קלות	להקל	-
w0516	פרק	אירוע	-
w1646	עליז	-	-
w3125	לקיים	-	-
w0458	לרמות	רמאי	-
w3749	כפירה	-	-
w2774	להתאים	-	-
w1186	פעיל	-	-
w0719	חברתי	-	-
w3452	עמוק	-	-
w1029	כמובן	-	-
w2106	נלהב	-	-
w0500	מסמך	לתעד	-
w1211	מלבד	-	-
w2136	הונאה	-	-
w0292	למכור	-	-
w3875	לבטל	לשלול	-
w1260	לשקול	לחשוב	-
w2709	להתעטש	עיטוש	-
w2083	משמעת	תחום	להעניש
w0875	לקוח	-	-
