w3293	צלופח	-	-
w1890	לוויין	-	-
w3241	ניכר	משמעותי	-
w0604	קסום	-	-
w3077	שריד	-	-
w1633	לקבור	להטמין	-
w0744	אור שמש	-	-
w1447	להוכיח	להתברר	-
w3015	אצולה	אצילות	-
w0434	חוף	-	-
w1756	דמיון	-	-
w0455	לחגוג	-	-
w3102	רועה	-	-
w1683	להביס	מובס	-
w2909	למען	בשביל	-
w3764	לגור	להתגורר	-
w0791	יכולת	-	-
w1137	תקוע	-	-
w0027	בהתחלה	-	-
w0147	בית חולים	-	-
w1777	עלבון	להעליב	-
w3212	מוזר	-	-
w0587	בדיוק כמו	-	-
w2919	ראשית	-	-
w3209	בשם	מטעם	-
w3598	קודר	עגום	-
w0909	מהנדס	-	-
w0293	לשלוח	-	-
w0995	ידע	-	-
w1149	נושא	-	-
w3911	דיכוי	-	-
w3743	לרתום	רתמה	-
w2192	ליגה	-	-
w1748	צמיחה	גדילה	-
w3588	לשאוף	-	-
w3095	גאולה	ישועה	-
w0947	דור	-	-
w1205	אדריכלות	-	-
w1897	מפגש	ישיבה	-
w2969	התערבות	-	-
w3605	בעיקר	-	-
w2342	שבט	-	-
w3887	להשמיץ	השמצה	-
w0883	תיאור	-	-
w3335	לפאר	להלל	-
w1349	נתון	-	-
w3342	נמהר	פזיז	-
w2351	בלתי נשכח	-	-
w3579	לצבור	-	-
w3707	להוציא	לבזבז	-
w0040	גוף	-	-
w1114	להתגלח	לגלח	-
w3905	יעיל	-	-
w0159	חשוב	-	-
w3298	לפלוט	-	-
w0797	מעבר ל	-	-
w0621	מצב רוח	-	-
w0964	רעב	-	-
w3368	לעכב	למנוע	-
w0164	לפני	מול	-
w2881	להוט	נלהב	-
w0391	עבודה	לעבוד	-
w1809	קן	-	-
w3891	לנהום	-	-
w1507	צליל	להישמע	הגיוני
w1047	צמח	לשתול	מפעל
w2686	לתקן	-	-
w2364	קולני	קולי	-
w3466	לקצור	-	-
w2933	לבקוע	פתח	-
w3657	להידרדר	-	-
w0375	מערב	-	-
w1967	לוחם	-	-
w0702	להיראות	-	-
w2535	תכוף	לפקוד	-
w3803	לילי	-	-
w0869	בית משפט	חצר	לחזר
w2714	כתם	להכתים	-
w1048	צלחת	-	-
w3671	לפרק	-	-
w3779	מעידה	לפקוע	-
w1328	מוכר	-	-
w2050	פשרה	להתפשר	לסכן
w3110	אך ורק	-	-
w3915	הברה	-	-
w2130	תחזית	לחזות	-
w0395	גן חיות	-	-
w2780	חקלאות	-	-
w3393	עץ בניין	-	-
w1050	מנומס	-	-
w2542	אסיר תודה	-	-
w0554	גאון	-	-
w2285	לסרב	פסולת	-
w1846	מקצוע	-	-
w0080	שונה	-	-
w1631	תקציב	-	-
w2689	מרד	למרוד	-
w1190	פרסומת	מודעה	-
w3575	להקל	-	-
w0972	מיד	-	-
w2418	פרשנות	-	-
w1994	התנצלות	-	-
w1424	אחרת	-	-
w3734	סוג	-	-
w1106	מסך	לסנן	-
w2378	בגרות	-	-
w3526	לשגשג	-	-
w1940	לאיים	-	-
w3664	קוביה	-	-
w3781	קריא	-	-
w3880	בוז	לבוז	-
w2304	בקרוב	-	-
w2971	מפתה	כובש	-
w2393	התנקשות	-	-
w3736	ציפוי	לצפות	-
w3676	הפצה	-	-
w3345	קדחתני	-	-
w1159	תנועה	-	-
w1146	מטרה	למקד	-
w2209	נימוס	-	-
w3033	לעקוף	-	-
w3718	רופף	קלוש	-
w0989	לחקור	-	-
w3543	כלי	ספינה	-
w0008	שוב	-	-
w2292	לגרום ל	להוביל ל	-
w2912	הלאה	-	-
w0264	הבטחה	להבטיח	-
w1675	אכזרי	-	-
w2832	בהתחשב ב	לאור	-
w2704	פשטות	-	-
w1027	לשים לב	הודעה	-
w1730	דייג	-	-
w1131	שלב	במה	לביים
w2024	לנשוב	-	-
w3861	לגמול	-	-
w2844	לשתק	נכה	-
w1431	עונש	קנס	-
w1296	אבק	-	-
w3613	להודות	לוותר	-
w2103	מהנה	-	-
w2414	צירוף מקרים	-	-
w2007	לקשר	עמית	-
w1680	חירש	-	-
w1664	יבשת	-	-
w1247	הדר	-	-
w1051	עמדה	תפקיד	למקם
w0294	רציני	-	-
w3245	לזהם	-	-
w1826	מחבת	-	-
