1	1	אוּלָם	אבל, אך
1	2	בְּרַם	אבל (לשון ספרותית)
1	3	שֶׁכֵּן	מפני ש־, כי
1	4	הוֹאִיל וְ־	מכיוון ש־
1	5	בְּשֶׁל	בגלל
1	6	בְּגִין	בגלל, בעבור
1	7	לְפִיכָךְ	לכן, משום כך
1	8	אֵפוֹא	אם כן (הדגשת מסקנה)
1	9	אַף שֶׁ־	למרות ש־
1	10	הֲגַם שֶׁ־	אף על פי ש־
1	11	חֶרֶף	למרות
1	12	אִלְמָלֵא	אילו לא (קרה)
1	13	לוּלֵא	אילו לא
1	14	לִכְאוֹרָה	על פני הדברים; כביכול
1	15	כִּבְיָכוֹל	כאילו, לא באמת
1	16	אָמְנָם	אכן נכון ש־ (לרוב לפני "אבל")
1	17	דְּהַיְנוּ	כלומר
1	18	מִנֶּגֶד	לעומת זאת
1	19	יֶתֶר עַל כֵּן	יותר מכך, בנוסף
1	20	אַדְּרַבָּא	להפך, דווקא כן
1	21	עַל כָּרְחוֹ	בניגוד לרצונו
1	22	בְּדִיעֲבַד	לאחר מעשה, במבט לאחור
1	23	לְכַתְּחִלָּה	מראש, מלכתחילה
1	24	פָּזִיז	נמהר, פועל בלי מחשבה
1	25	נִמְהָר	פועל בפזיזות
1	26	מָתוּן	שקול, לא קיצוני
1	27	וַתְרָן	מוותר בקלות
1	28	דַּעְתָּן	נחרץ בדעותיו
1	29	שַׁחְצָן	מתנשא, יהיר
1	30	יָהִיר	גאה ומתנשא
1	31	עָנָו	צנוע
1	32	קְפָדָן	מדקדק בפרטים
1	33	רַשְׁלָן	מזניח, לא מקפיד
1	34	חָפוּז	נעשה במהירות ובחוסר זהירות
1	35	נוֹעָז	אמיץ במיוחד
1	36	הָגוּן	ישר והוגן
1	37	עִקֵּשׁ	עקשן מאוד
1	38	צַיְתָן	ממושמע, נשמע להוראות
1	39	כָּנוּעַ	נכנע וכפוף
1	40	עוֹיֵן	מלא איבה
1	41	נִרְגָּן	ממורמר, מרבה להתלונן
1	42	רַכְרוּכִי	חלש אופי
1	43	מֻפְנָם	סגור, שומר רגשותיו בפנים
1	44	מֻחְצָן	פתוח, מפגין רגשותיו
1	45	פַּזְרָן	מבזבז כסף
1	46	גַּרְגְּרָן	זללן
1	47	הוֹלֵל	חי חיי תענוגות פרועים
1	48	הֲפַכְפַּךְ	משנה דעתו תדיר
1	49	עַרְמוּמִי	תחבולן, פיקח לרעה
1	50	פֶּתִי	תמים, קל להטעותו
1	51	שַׁאֲנָן	שלֵו, בטוח בעצמו יתר על המידה
1	52	לָהוּט	משתוקק מאוד
1	53	זָעוּף	כועס, קודר פנים
1	54	צָבוּעַ	מעמיד פנים, כוזב
1	55	גַּלְמוּד	בודד לגמרי
1	56	הוֹקִיר	העריך מאוד, כיבד
1	57	זָנַח	נטש, הזניח
1	58	חָדַל	הפסיק
1	59	נִכְסַף	השתוקק, התגעגע
1	60	גָּעַר	נזף בכעס
1	61	הִתְרִיס	התנגד בהתגרות
1	62	הִפְצִיר	ביקש בתוקף, שוב ושוב
1	63	מֵאֵן	סירב
1	64	נֵאוֹת	הסכים
1	65	נַעֲתַר	נענה לבקשה
1	66	הִמְרָה	לא ציית (הִמרה את פיו)
1	67	הִתְקוֹמֵם	התמרד, מחה
1	68	הִרְהֵר	חשב בלבו
1	69	תָּהָה	שאל את עצמו
1	70	הִסִּיק	הגיע למסקנה
1	71	הִפְרִיךְ	הוכיח שטענה שגויה
1	72	אִשֵּׁשׁ	חיזק ואימת טענה
1	73	הִלֵּל	שיבח
1	74	קִטְרֵג	האשים, דיבר בגנות
1	75	סִנְגֵר	לימד זכות, הגן
1	76	הוֹקִיעַ	גינה בפומבי בחריפות
1	77	הִרְתִּיעַ	הפחיד, גרם לסגת
1	78	נִבְעַת	נבהל מאוד
1	79	הִתְעַשֵּׁת	התאושש וחזר לצלילות
1	80	הִסְתַּיֵּג	הביע התנגדות חלקית
1	81	צִדֵּד	תמך בְּ־
1	82	חָלַק עַל	לא הסכים עם
1	83	עִרְעֵר עַל	פקפק בתוקפו, ביקש לבטל
1	84	פִּקְפֵּק	הטיל ספק
1	85	דָּבַק	נצמד, התמיד
1	86	עָרַק	נטש מחנה, ברח
1	87	חָמַק	התחמק בזריזות
1	88	שָׁהָה	נשאר במקום זמן־מה
1	89	הִתְמַהְמֵהַּ	התעכב
1	90	בּוֹשֵׁשׁ	איחר לבוא
