e5cb6b63567a	כ	תחילית מ
b96ca4821e4e	כ	נטיית זמן
61d8e322cec5	כ	נטיית זמן
fe98a1feae17	כ	נטיית זמן וגוף
e145487e7916	כ	יידוע
496566cc5d1c	כ	שם פועל מול הווה
0f989aaa6e4c	כ	יידוע · תנור אותה מילה
b78960a386da	כ	יידוע ורבים
f7ced3c28074	כ	יידוע
0ec767a4fcd8	כ	יידוע
ed3fd0ca4e7b	כ	נטיית מין וזמן
23e291cde63b	כ	תחילית ל
f307771ea8aa	כ	יידוע בסמיכות
9e0b60e1298e	כ	יידוע
7fbf0cb0ad25	כ	נטייה של אותו צירוף
f26cf82dd746	כ	נטיית מין
f04b20caf7ca	כ	יידוע
4c53d08d52c1	כ	תחילית ל
69d41d6a6a66	כ	יידוע
57d92d2d467d	כ	יידוע
ba2b52cadcf4	כ	יידוע ומין
d4d76e78dbe8	כ	תחילית ל
1031fbad1fdf	כ	יידוע
3ada06a5ea7f	כ	יידוע
c95982a72b73	כ	תחילית ב
d6405bd7f54c	כ	יידוע
2f2cd9b0c1bd	כ	נטיית מין
66a897d35d94	כ	סמיכות
5c445961bdbd	כ	נטיית זמן
67bf2a9b144d	כ	נטיית מין
211f775f5098	כ	תחילית ל
e91133df42fc	כ	סמיכות רבים
cb34efd7849c	כ	תחילית ב
eea8b061a588	כ	נטיית מין
ae8726f59843	כ	יידוע
c2986f0a541f	כ	תחילית ל
8934de5a3330	כ	תחילית כ ומין
57c4572e812d	כ	יידוע
84f86a04a3cc	כ	נטיית זמן
0bf8666ba7ee	כ	תחילית ש
f5993b3478fa	כ	יידוע
43f2fdd2998b	כ	תחילית ב
40509066e4d2	כ	תחילית ל
b54c480ddc43	כ	תחילית ל וסמיכות
786faeca1a24	כ	נטיית זמן ומספר
f9d655f4d23c	כ	כינוי חבור
fb1099315b8c	כ	יידוע בסמיכות
c08d157ada8d	כ	יידוע
3434744cf42f	כ	נטיית מין
dd110ee64691	כ	תחילית מ
76be0666b08f	כ	תחילית ב
551c4319c383	כ	תחילית ב
921e795e7c84	כ	יידוע
6bca90a7e564	כ	יידוע ורבים
3e1e29360bd6	כ	יידוע בסמיכות
e64bf6e01743	כ	יידוע
16d48acd09ee	כ	שם פועל מול הווה
0cfade28e8eb	כ	נטיית מספר בכינוי
937670ceb534	כ	תחילית ב
12d5f20e71d4	כ	יידוע בסמיכות
0a30b267e6c2	כ	נטיית זמן ומין
80aecfeef2ec	כ	יידוע ורבים
920ee3d9dc0f	כ	נטיית מין ומספר
0fa616b6cf97	כ	זמן וכינוי חבור
81a01f121c07	כ	יידוע ומין
edcc4e6745c1	כ	נטיית זמן
5b4b7b8538bd	כ	יידוע
d64fc0f7719f	כ	נטיית מין וזמן
6befc329d905	כ	נטיית זמן ומספר
c3341adc911a	ל	שורשים שונים · מילים שונות
11a29b873df2	כ	יידוע ומין
bd068701198e	כ	נטיית זמן ומספר
01c7978ac205	כ	יידוע
ddf41e667da2	כ	יידוע
57d0b2dd7320	כ	נטיית זמן
cb67a0acf6e5	כ	נטיית מין
7c8fa980780c	כ	תחילית ב
c8dde93c575b	כ	נטיית זמן
adc23a0872ec	כ	תחילית ב
afdc0050db00	ל	בניין שונה · פעיל מול סביל
421dc9de3790	כ	יידוע ורבים
92a2acfbc32d	כ	יידוע
6a460f5b1cfc	כ	יידוע
f5783fc384bb	כ	נטיית זמן
b8bdf09db460	כ	נטיית זמן ומספר
48954bf7a699	כ	נטיית זמן
57e0450950f2	כ	נטיית זמן ומין
8ade8a567d98	כ	יידוע
521015e744c1	כ	יידוע
1f98d8df8ae3	כ	יידוע · צייד אותה מילה
f7a367f48bf2	ל	בניין שונה · התחבר מול חיבר
e1d8b8f9b18e	כ	כינוי חבור ויידוע
9b6cc5018042	ל	שתי מילים שונות
ec6c0889dfe6	כ	נטיית זמן ומין
cbc4797d925f	כ	יידוע
53176120048f	כ	יידוע
0dbb5365ea48	כ	נטיית זמן ומין
c86ee176ee92	כ	יידוע בסמיכות
044714c4762d	כ	יידוע
f7b645e10c02	כ	יידוע
49090fa98281	כ	יידוע
6382fe4654fb	כ	תחילית ל
4ba0afcd32a4	כ	שם פועל מול עבר
532283e66cfc	כ	תחילית מ ויידוע
9ad727b98702	כ	נטיית מספר
8019ab7285b3	ל	רשות אינה בעלות
efa7f636e615	כ	כינוי חבור
03b23ae90354	כ	יידוע
2a1f52a130a7	כ	יידוע בסמיכות
b545eec9461c	כ	תחילית ב
d907dc7caf18	כ	נטיית זמן ומספר
18fd5706ae18	כ	יידוע ורבים
5ffa585b23e3	כ	יידוע
6b9bef5a426d	כ	תחילית ב
f5eccb591859	כ	יידוע
a6a61dbaa79f	כ	יידוע
0b826813ba16	כ	יידוע
040b1ffbcd5d	כ	יידוע
3e5d9eb6517f	כ	יידוע
7b68b407a782	ל	בניין שונה · סביל מול פעיל
49eb6defcd3d	כ	יידוע
def7616575ed	כ	נטיית זמן
01b960a04eaf	כ	נטיית מין
fd33f06dac2a	כ	יידוע
02dafdfd03d3	כ	נטיית מין
67254d4690c9	כ	יידוע
cfcde8a02611	כ	תחילית ב
99b43177d970	כ	יידוע ורבים
aeb078e51fd0	כ	יידוע
125ecfa226bc	כ	יידוע
e87e83c11c56	כ	נטיית מין וזמן
a130a3c6a6ef	כ	תחילית ל
03f23509b213	כ	יידוע
14e0f02b1f64	כ	תחילית ש וזמן
e7a142212cf2	כ	נטיית זמן
a14ab52fcc17	כ	נטיית זמן ומספר
719143676b5a	כ	יידוע
3b79f4352d40	כ	נטיית זמן ומספר
b6fa21c57d85	כ	נטיית מספר
dfc452eb2d4c	כ	יידוע
8a7c60dc7b1d	כ	נטיית מין ומספר
5aea0acf7efa	כ	נטיית מספר בסמיכות
65cafa41aeba	ל	שתי מילים שונות
54766d610654	כ	נטיית מספר
e20132a1a972	כ	יידוע
857c9fe93fda	כ	יידוע
1b9747805e99	כ	נטיית זמן
8cb041141e4c	כ	יידוע
8579428ba6c0	כ	יידוע
42cc1a419660	כ	נטיית מספר
e3c6c632c437	כ	נטיית זמן
b62c6a5d7891	כ	יידוע
03da0c901441	כ	נטיית מין וזמן
1eba9b110aaf	כ	נטיית זמן
9bf10d0b3a28	כ	סמיכות
68f8283bd6d9	כ	יידוע
f40c47a0b369	כ	יידוע
7d6ee1d805c8	כ	תחילית מ ויידוע
58965d712382	כ	נטיית זמן ומספר
056ef790c7fb	כ	יידוע
4722fe2f32f0	כ	יידוע
55541d07de8f	כ	תחילית ב וסמיכות
813765afc481	כ	יידוע
74c30430f4f5	ל	מחויבות והתחייבות מילים שונות
4c5be0dddad5	כ	תחילית ב ויידוע
b333d0f0bf63	ל	שתי מילים שונות
f324a42e7005	כ	יידוע
00ad859fcd89	כ	נטיית זמן
db968e974590	כ	נטיית מספר
3afddc11cea4	כ	יידוע
fbc6c9abed82	ל	מיותר אינו הכרחי
c445d5153cce	כ	יידוע בסמיכות
67490fb4718e	כ	פועל מול שם הפעולה
10ecbb5322fd	כ	יידוע
f4d81e9c08a4	כ	נטיית מין
e21874c080f9	כ	יידוע
f992a742ec78	כ	נטיית מספר
cb3da39bf39b	כ	יידוע
446a5572737d	כ	נטיית מספר
d428e5534d9e	כ	יידוע
3ae2888aea90	כ	יידוע
298e4d4aa65c	כ	כינוי חבור
6bc97aad49dc	כ	נטיית זמן ומספר
13000eb70eb2	כ	יידוע
d09f007db160	כ	סמיכות
0cd28a7fed08	כ	נטיית זמן
6153e2e9a1e6	כ	נטיית מספר באותו צירוף
fc4f8f833cb8	כ	יידוע
ebad962961ee	כ	נטיית מין וזמן
dc4b592b2fab	כ	יידוע
83cfec6b496e	כ	יידוע
2c909b1cca0e	כ	יידוע
4bc302e8d25d	כ	יידוע
a8f8a9e6143f	כ	יידוע ומספר
19e884ae943d	כ	תחילית ב
b88ce0d98eea	כ	יידוע
1e1982261ccc	כ	תחילית ש ומספר
53f60f3d8e1a	כ	יידוע
5bec8b24742c	ל	פועל מול תואר · בניין שונה
f67dbf64dc16	כ	תחילית ב
