1	קילס	קלס
2	הריע	רוע
3	ארר	ארר
4	דלק	דלק
5	מחץ	מחצ
6	נתש	נתש
7	דש	דוש
8	השתלח	שלח
9	השטין	שטנ
10	זלג	זלג
11	שותת	שתת
12	זב	זוב
13	כהה	כהה
14	כשל	כשל
15	שזף	שזפ
16	קיבץ	קבצ
17	נטע	נטע
18	הוריש	ירש
19	עברה	עבר
20	משטמה	שטמ
21	פדות	פדה
22	צור	צור
23	כף	כף
24	צלמוות	צלמות
25	שבט	שבט
26	לביא	לבא
27	עיט	עיט
28	סנונית	סנונ
29	צבי	צבי
30	צפעוני	צפע
31	פרד	פרד
32	קודקוד	קדקד
33	גולגולת	גלגל
34	גו	גו
35	לשד	לשד
36	שכם	שכמ
37	חולין	חולינ
38	דיראון	דרא
39	חלאה	חלא
40	סחי	סחה
41	אשפתות	אשפת
42	תבל	תבל
43	כסיל	כסל
44	סכל	סכל
45	בער	בער
46	חזיז	חזז
47	זיק	זיק
48	דלף	דלפ
49	מרזב	רזב
50	פרגוד	פרגוד
51	אביר	אבר
52	אשף	אשפ
53	בדחן	בדח
54	ביאור	באר
55	קנוניה	קנוניה
56	רפש	רפש
57	צפיחית	צפח
58	חירות	חרר
59	נלוז	לוז
60	מזהיר	זהר
61	כלתה נפשו	כלתה-נפשו
62	ביתר שאת	ביתר-שאת
63	עדי עד	עדי-עד
64	ביקש את נפשו	ביקש-את-נפשו
65	אבדו עשתונותיו	אבדו-עשתונותיו
66	יפה נפש	יפה-נפש
67	כאיש אחד	כאיש-אחד
68	ידו על העליונה	ידו-על-העליונה
69	קצרה רוחו	קצרה-רוחו
70	כלו כל הקיצין	כלו-כל-הקיצין
71	ירד לטמיון	ירד-לטמיון
72	עלה בידו	עלה-בידו
73	השיגה ידו	השיגה-ידו
74	לא מצא ידיו ורגליו	לא-מצא-ידיו-ורגליו
75	אין לאל ידו	אין-לאל-ידו
76	דבר דבור על אופניו	דבר-דבור-על-אופניו
77	כדת וכדין	כדת-וכדין
78	מצוות אנשים מלומדה	מצוות-אנשים-מלומדה
79	מס שפתיים	מס-שפתיים
80	קול קורא במדבר	קול-קורא-במדבר
81	אטם אוזניו	אטם-אוזניו
82	העלים עין	העלים-עין
83	נר לרגליו	נר-לרגליו
84	כברת דרך	כברת-דרך
85	הרי חושך	הרי-חושך
86	מהמסד ועד הטפחות	מהמסד-ועד-הטפחות
87	פורט על נימי ליבו	פורט-על-נימי-ליבו
88	בר לבב	בר-לבב
89	נשא ונתן	נשא-ונתן
90	עמד על המיקח	עמד-על-המיקח
91	יצא שכרו בהפסדו	יצא-שכרו-בהפסדו
92	עשה חיל	עשה-חיל
93	עולה על כולנה	עולה-על-כולנה
94	כיוצא בזה	כיוצא-בזה
95	הגיעו מים עד נפש	הגיעו-מים-עד-נפש
96	הטה שכם	הטה-שכם
97	נשא בעול	נשא-בעול
98	עמד לימינו	עמד-לימינו
99	סמך ידיו על	סמך-ידיו-על
100	לא הניד עפעף	לא-הניד-עפעף
101	נורא הוד	נורא-הוד
102	שובה לב	שובה-לב
103	דלת העם	דלת-העם
104	שועי הארץ	שועי-הארץ
105	איד	איד
106	בעלמא	בעלמא
107	בין המצרים	בין-המצרים
108	בין השיטין	בין-השיטין
109	חפוי ראש	חפוי-ראש
110	טיכס עצה	טיכס-עצה
111	יושב קרנות	יושב-קרנות
112	כמטחווי קשת	כמטחווי-קשת
113	מיטת סדום	מיטת-סדום
114	נס לחו	נס-לחו
115	עיר	עיר
116	ציקן	ציקן
117	שדוד	שדד
118	שפת	שפת
119	שיבולת	שבל
120	שכוי	שכוי
121	תרווד	תרוד
