1	אולם	אולם
2	ברם	ברם
3	שכן	שכן
4	הואיל ו	יאל
5	בשל	בשל
6	בגין	בגין
7	לפיכך	לפיכך
8	אפוא	אפוא
9	אף ש	אף
10	הגם ש	הגם
11	חרף	חרפ
12	אלמלא	אלמלא
13	לולא	לולא
14	לכאורה	לכאורה
15	כביכול	כביכול
16	אמנם	אמנ
17	דהיינו	דהיינו
18	מנגד	נגד
19	יתר על כן	יתר
20	אדרבא	אדרבא
21	על כרחו	כרח
22	בדיעבד	דיעבד
23	לכתחילה	תחל
24	פזיז	פזז
25	נמהר	מהר
26	מתון	מתנ
27	ותרן	ותר
28	דעתן	ידע
29	שחצן	שחצ
30	יהיר	יהר
31	ענו	ענו
32	קפדן	קפד
33	רשלן	רשל
34	חפוז	חפז
35	נועז	עזז
36	הגון	הגנ
37	עיקש	עקש
38	ציתן	צית
39	כנוע	כנע
40	עוין	עינ
41	נרגן	רגנ
42	רכרוכי	רכך
43	מופנם	פנמ
44	מוחצן	חצנ
45	פזרן	פזר
46	גרגרן	גרגר
47	הולל	הלל
48	הפכפך	הפכ
49	ערמומי	ערמ
50	פתי	פתה
51	שאנן	שאנ
52	להוט	להט
53	זעוף	זעפ
54	צבוע	צבע
55	גלמוד	גלמד
56	הוקיר	יקר
57	זנח	זנח
58	חדל	חדל
59	נכסף	כספ
60	גער	גער
61	התריס	תרס
62	הפציר	פצר
63	מאן	מאנ
64	נאות	אות
65	נעתר	עתר
66	המרה	מרה
67	התקומם	קומ
68	הרהר	הרהר
69	תהה	תהה
70	הסיק	נסק
71	הפריך	פרכ
72	אישש	אשש
73	הלל	הלל
74	קטרג	קטרג
75	סנגר	סנגר
76	הוקיע	יקע
77	הרתיע	רתע
78	נבעת	בעת
79	התעשת	עשת
80	הסתייג	סיג
81	צידד	צדד
82	חלק על	חלק
83	ערער על	ערר
84	פקפק	פקפק
85	דבק	דבק
86	ערק	ערק
87	חמק	חמק
88	שהה	שהה
89	התמהמה	מהמה
90	בושש	בשש
91	האיץ	אוצ
92	הילך	הלכ
93	תעה	תעה
94	עמל	עמל
95	טרח	טרח
96	שקד	שקד
97	הגה	הגה
98	חולל	חול
99	הסב	סבב
100	הניב	נוב
101	שכלל	כלל
102	גרע	גרע
103	דילל	דלל
104	גדש	גדש
105	הרעיף	רעפ
106	הפריז	פרז
107	המעיט	מעט
108	זקף	זקפ
109	גמל	גמל
110	מחל	מחל
111	החמיץ	חמצ
112	אכף	אכפ
113	זיכה	זכה
114	הרשיע	רשע
115	כפר	כפר
116	הפיח	פוח
117	מעך	מעכ
118	חרפה	חרפ
119	חפות	חפפ
120	תחינה	חננ
121	קנאות	קנא
122	הפוגה	פוג
123	מורא	ירא
124	גנאי	גנה
125	תהלה	הלל
126	מוניטין	מוניטין
127	בוז	בוז
128	חמלה	חמל
129	אהדה	אהד
130	משוכה	שוכ
131	תכלית	תכלית
132	תחבולה	תחבל
133	מזימה	זממ
134	בצע	בצע
135	מבוכה	בוכ
136	השתאות	שאה
137	יסורים	יסר
138	מכאוב	כאב
139	יגון	יגה
140	חדוה	חדה
141	נחת	נוח
142	מרת רוח	מרת-רוח
143	חמה	יחמ
144	טינה	טינ
145	איבה	איב
146	תוכחה	יכח
147	לקח	לקח
148	בקיאות	בקא
149	דכדוך	דכדכ
150	חנופה	חנפ
151	גחמה	גחמ
152	סרק	סרק
153	לשוא	שוא
154	כפיות טובה	כפיות-טובה
155	משוא פנים	משוא-פנים
156	קלון	קלה
157	תנוך	תנכ
158	עכור	עכר
159	צלול	צלל
160	קלוש	קלש
161	פעוט	פעט
162	ניכר	נכר
163	מובהק	בהק
164	סמוי	סמי
165	מעורפל	ערפל
166	עמום	עממ
167	דו משמעי	דו-משמעי
168	שומם	שממ
169	תכוף	תכפ
170	שכיח	שכיח
171	אחיד	אחד
172	חולף	חלפ
173	ארעי	ארע
174	רעוע	רעע
175	איתן	אתנ
176	חסין	חסנ
177	קהה	קהה
178	תפל	תפל
179	אפלולי	אפל
180	סגלגל	סגל
181	דחוק	דחק
182	עגום	עגמ
183	משמים	שממ
184	ערירי	ערר
185	עלה בתהו	עלה-בתהו
186	אזלת יד	אזלת-יד
187	אוזן קשבת	אוזן-קשבת
188	כלאחר יד	כלאחר-יד
189	אין תוכו כברו	אין-תוכו-כברו
190	נמנה עם	נמנה-עם
191	עולה בקנה אחד עם	עולה-בקנה-אחד
