1	תאב	תאב
2	נחה	נחה
3	התחסד	חסד
4	התחנחן	חנחנ
5	התרפס	רפס
6	פיאר	פאר
7	בעט	בעט
8	שפר	שפר
9	יאה	יאה
10	היתכן	תכנ
11	שרעפים	שרעפ
12	חוטר	חטר
13	רשף	רשפ
14	מבוע	נבע
15	מזח	מזח
16	צי	צי
17	שחת	שחת
18	מעצור	עצר
19	אכסדרה	אכסדרה
20	גזוזטרה	גזוזטרה
21	גוב	גוב
22	שפן	שפנ
23	מך	מככ
24	דך	דככ
25	דומה ש	דמה
26	כמדומה	כמדומה
27	מן הסתם	סתמ
28	הסביר לו פנים	הסביר-לו-פנים
29	העלה על נס	העלה-על-נס
30	עבודת פרך	עבודת-פרך
31	משלח יד	משלח-יד
32	איש זרוע	איש-זרוע
33	בן חורין	בן-חורין
34	בא בימים	בא-בימים
35	משנה זהירות	משנה-זהירות
36	קור רוח	קור-רוח
37	יישוב הדעת	יישוב-הדעת
38	אצה לו הדרך	אצה-לו-הדרך
39	טעם לפגם	טעם-לפגם
40	חובק עולם	חובק-עולם
41	מועד לפורענות	מועד-לפורענות
42	כלה ונחרצה	כלה-ונחרצה
43	ארץ לא זרועה	ארץ-לא-זרועה
44	אחרית דבר	אחרית-דבר
45	שנות דור	שנות-דור
46	הרהיב עוז	הרהיב-עוז
47	חירף נפשו	חירף-נפשו
48	דחה בשתי ידיים	דחה-בשתי-ידיים
49	הסיח את הדעת	הסיח-את-הדעת
50	ראשו ורובו	ראשו-ורובו
51	בלב ונפש	בלב-ונפש
52	בכל מאודו	בכל-מאודו
53	בכל רמח אבריו	בכל-רמח-אבריו
54	חבל ארץ	חבל-ארץ
55	עיר ואם	עיר-ואם
56	העלה ארוכה	העלה-ארוכה
57	אין זאת כי אם	אין-זאת-כי-אם
58	אצטלה	אצטלה
59	אורים ותומים	אורים-ותומים
60	באיבו	אבב
61	הבליע	בלע
62	הגיה	גיה
63	הכה שורש	הכה-שורש
64	התיק	נתק
65	הקהיל	קהל
66	יורה	ירה
67	מסואב	סאב
68	מלא תכונה	מלא-תכונה
69	מסך	מסכ
70	נאלם	אלמ
71	צדיה	צדה
72	צרוף	צרפ
73	קיקיוני	קיקיונ
74	קובע	קובע
75	שיגיון	שגה
76	שחון	שחנ
77	שוחר	שחר
78	תעודת עניות	תעודת-עניות
79	תלי תלים	תלי-תלים
80	תכריכים	כרכ
81	אבן נגף	אבן-נגף
82	אבן הראשה	אבן-הראשה
83	אספקלריה	אספקלריה
84	אורח	ארח
85	בחרוק שיניים	בחרוק-שיניים
86	בכפיפה אחת	בכפיפה-אחת
87	בלתי נדלה	בלתי-נדלה
88	בצר לו	בצר-לו
89	השליך נפשו מנגד	השליך-נפשו-מנגד
90	התגלע	גלע
91	החיש	חוש
92	הלך בדרך כל בשר	הלך-בדרך-כל-בשר
93	הפך את עורו	הפך-את-עורו
94	חסר פניות	חסר-פניות
95	חסון	חסנ
96	כל אימת ש	כל-אימת-ש
97	משבר	שבר
98	מימים ימימה	מימים-ימימה
99	מני אז	מני-אז
100	נבכי נפשו	נבכי-נפשו
101	ניער חוצנו	ניער-חוצנו
102	נעתקו מילים מפיו	נעתקו-מילים-מפיו
103	נחתום	נחתומ
104	פשר	פשר
105	פכר את ידיו	פכר-את-ידיו
106	פריץ	פריץ
107	קלות ראש	קלות-ראש
108	שריר וקיים	שריר-וקיים
109	תינה את צרותיו	תינה-את-צרותיו
110	דש בעקביו	דש-בעקביו
111	העתיר	עתר
112	משובת נעורים	משובת-נעורים
113	נפל על אוזניים ערלות	נפל-על-אוזניים-ערלות
114	עמד מנגד	עמד-מנגד
115	זרה מלח על הפצעים	זרה-מלח-על-הפצעים
116	הפליא את מכותיו	הפליא-את-מכותיו
117	יד רוחצת יד	יד-רוחצת-יד
118	כבד לשון	כבד-לשון
119	מליץ יושר	מליץ-יושר
120	נחמה פורתא	נחמה-פורתא
121	קשר לו כתרים	קשר-לו-כתרים
122	בית מרזח	בית-מרזח
123	הקדיח	קדח
124	עגמת נפש	עגמת-נפש
125	סגולה	סגל
126	הילה	הלל
127	תהפוכות	הפכ
128	מקלעת	קלע
129	נידח	נדח
130	התנוסס	נסס
131	עד מהרה	עד-מהרה
132	על נקלה	על-נקלה
133	דיבה	דבב
134	פריך	פרכ
135	ערוגה	ערג
136	אברה	אבר
137	נכלים	נכל
138	אבה	אבה
139	הואיל	יאל
140	נקעה נפשו	נקעה-נפשו
141	רחש כבוד	רחש-כבוד
142	נצר לשונו	נצר-לשונו
143	קצרה ידו	קצרה-ידו
144	נפל דבר	נפל-דבר
145	פרי הילולים	פרי-הילולים
146	השכם והערב	השכם-והערב
147	בין הערביים	בין-הערביים
148	אישון לילה	אישון-לילה
149	מאור פנים	מאור-פנים
150	ברוב עם	ברוב-עם
151	גרדום	גרדומ
152	ברדס	ברדס
153	מחתה	חתה
154	דחי	דחה
155	פעה	פעה
156	חלכאי	חלכ
157	פיד	פיד
158	סד	סדד
159	רש	רוש
160	שחל	שחל
161	יערה	יערה
162	ליש	ליש
163	טלף	טלפ
164	יצול	יצול
165	נחושתיים	נחשת
166	פדחת	פדחת
167	שביס	שביס
168	קנוקנת	קנוקנת
169	צליין	צלינ
170	קבס	קבס
171	קרדום	קרדומ
172	זרד	זרד
173	אמיר	אמר
174	פארה	פאר
175	דבלה	דבל
176	מבדוק	בדק
177	מחבצה	חבצ
