1	המיט	מוט
2	אמתלה	אמתלה
3	שצף	שצפ
4	הדיר	נדר
5	כרה	כרה
6	בטש	בטש
7	כילה	כלה
8	חצב	חצב
9	סתת	סתת
10	גילף	גלפ
11	חרט	חרט
12	יצק	יצק
13	התיך	נתכ
14	מירק	מרק
15	ארג	ארג
16	פסח	פסח
17	קיפח	קפח
18	רדה	רדה
19	מחה	מחה
20	הלעיט	לעט
21	סבא	סבא
22	התבסם	בסמ
23	נסך	נסכ
24	תסס	תסס
25	הבאיש	באש
26	נדף	נדפ
27	התיז	נתז
28	נקוה	קוה
29	קד	קדד
30	סגד	סגד
31	זיקק	זקק
32	דשדש	דשדש
33	שרבב	שרבב
34	כרכר	כרכר
35	שעט	שעט
36	ניתר	נתר
37	חישל	חשל
38	התרפק	רפק
39	חשק	חשק
40	ניחם	נחמ
41	הטיח	טוח
42	מרר	מרר
43	התרצה	רצה
44	התבטל	בטל
45	רתק	רתק
46	שבה	שבה
47	התפרקד	פרקד
48	שכך	שככ
49	גווע	גוע
50	גסס	גסס
51	נבר	נבר
52	פשפש	פשפש
53	נחלץ	חלצ
54	כלכל	כלכל
55	פרע	פרע
56	נשה	נשה
57	חב	חוב
58	גרף	גרפ
59	החטיא	חטא
60	הדף	הדפ
61	נידה	נדה
62	פילס	פלס
63	כרך	כרכ
64	העתיק	עתק
65	התיימר	ימר
66	הצטנף	צנפ
67	קינן	קננ
68	דגל	דגל
69	כונן	כונ
70	נקב	נקב
71	פעפע	פעפע
72	הפריח	פרח
73	זרה	זרה
74	ניפה	נפה
75	נצר	נצר
76	הבזיק	בזק
77	החוה	חוה
78	התוה	תוה
79	שלה	שלה
80	משה	משה
81	התרושש	רשש
82	אבחה	אבח
83	פרצה	פרצ
84	תורפה	תרפ
85	מבוי	מבוי
86	רסן	רסנ
87	דרבן	דרבנ
88	עול	עול
89	אגן	אגנ
90	קנקן	קנקנ
91	נאד	נאד
92	שיקוי	שקה
93	מזור	מזר
94	רטיה	רטה
95	אדרת	אדר
96	הינומה	הינומה
97	טלאי	טלא
98	יריעה	ירע
99	מרבד	רבד
100	כסות	כסה
101	אמתחת	אמתח
102	נבכים	נבכ
103	תואנה	אנה
104	שלהי	שלהי
105	ערש	ערש
106	דווי	דוה
107	מום	מומ
108	פלצות	פלצ
109	תזזית	תזז
110	צחנה	צחנ
111	אפיסה	אפס
112	נדן	נדנ
113	רומח	רמח
114	עטרה	עטר
115	שרביט	שרביט
116	כס	כס
117	רוזן	רזנ
118	נציב	נצב
119	עלומים	עלמ
120	שיבה	שיב
121	קומץ	קמצ
122	דופן	דפנ
123	קורה	קרה
124	יתד	יתד
125	גלעד	גלעד
126	מסוה	סוה
127	צלם	צלמ
128	בבואה	בבא
129	מאוויים	אוה
130	כור	כור
131	פיח	פיח
132	אוד	אוד
133	רמץ	רמצ
134	גביר	גבר
135	פלוני	פלוני
136	קרתן	קרת
137	בדולח	בדלח
138	מתת	מתת
139	תשורה	תשר
140	רוכל	רכל
141	כרוז	כרז
142	חוטב	חטב
143	אבוס	אבס
144	שוקת	שקת
145	דיר	דיר
146	אורווה	ארו
147	שובך	שבכ
148	אורחה	ארח
149	בקתה	בקת
150	פונדק	פונדק
151	אפריון	אפריונ
152	מחצלת	חצל
153	כסת	כסת
154	פמוט	פמוט
155	מכמנים	כמנ
156	קורים	קור
157	רדוד	רדד
158	נבוב	נבב
159	נכאה	כאה
160	שפוף	שפפ
161	אדוק	אדק
162	עריץ	ערצ
163	צורר	צרר
164	יוקד	יקד
165	חקוק	חקק
166	רופף	רפפ
167	עבות	עבת
168	מסורבל	סרבל
169	קלוקל	קלקל
170	נכמרו רחמיו	נכמרו-רחמיו
171	נפלו פניו	נפלו-פניו
172	שאט נפש	שאט-נפש
173	ללא חת	ללא-חת
174	סמרו שערותיו	סמרו-שערותיו
175	הרקיע שחקים	הרקיע-שחקים
176	שם דבר	שם-דבר
177	עיי חרבות	עיי-חרבות
178	יש מאין	יש-מאין
179	מקסם שווא	מקסם-שווא
180	תלוי על בלימה	תלוי-על-בלימה
181	שכוח אל	שכוח-אל
182	עולה על גדותיו	עולה-על-גדותיו
183	צר עין	צר-עין
184	בר חלוף	בר-חלוף
185	נושא כלים	נושא-כלים
186	אבד עליו הכלח	אבד-עליו-הכלח
187	יצא בשן ועין	יצא-בשן-ועין
188	כמוצא שלל רב	כמוצא-שלל-רב
189	הגדיש את הסאה	הגדיש-את-הסאה
190	יצא מגדרו	יצא-מגדרו
191	נחבא אל הכלים	נחבא-אל-הכלים
