1	למצער	למצער
2	להוותו	הוה
3	בצוותא	צות
4	קמעה	קמע
5	יומם	יומ
6	סגפן	סגפ
7	פוחז	פחז
8	ארכן	ארכ
9	צורף	צרפ
10	נפח	נפח
11	ספן	ספנ
12	נווד	נוד
13	התנער	נער
14	חפץ	חפצ
15	הסכין	סכנ
16	פצח	פצח
17	חרץ	חרצ
18	קצף	קצפ
19	געש	געש
20	ליבה	לבה
21	נמוג	מוג
22	גז	גוז
23	חתר	חתר
24	מש	מוש
25	הגיח	גיח
26	עט	עוט
27	דאה	דאה
28	הצליף	צלפ
29	לקה	לקה
30	הניס	נוס
31	בצר	בצר
32	מסק	מסק
33	אגר	אגר
34	ליקט	לקט
35	קושש	קשש
36	גנז	גנז
37	קלח	קלח
38	ניגר	נגר
39	השרה	שרה
40	רקח	רקח
41	בחש	בחש
42	חרך	חרכ
43	ליחך	לחכ
44	כרסם	כרסמ
45	גמע	גמע
46	קץ	קוצ
47	הקיץ	יקצ
48	בדה	בדה
49	טוה	טוה
50	שזר	שזר
51	פילל	פלל
52	חיפה	חפה
53	לבלב	לבלב
54	הנץ	נצצ
55	הפציע	פצע
56	כמש	כמש
57	קרן	קרנ
58	שידל	שדל
59	הדיח	נדח
60	הניא	נוא
61	איחה	אחה
62	טרף	טרפ
63	כתש	כתש
64	לפת	לפת
65	חפן	חפנ
66	האציל	אצל
67	השית	שית
68	הפקיע	פקע
69	הכיש	נכש
70	שיסע	שסע
71	פרם	פרמ
72	הגליד	גלד
73	צוח	צוח
74	קונן	קינ
75	ספד	ספד
76	מעל	מעל
77	סרח	סרח
78	שמט	שמט
79	רבץ	רבצ
80	השתרע	שרע
81	סכם	סכמ
82	שרך	שרכ
83	השביע	שבע
84	אצר	אצר
85	רוה	רוה
86	מדון	מדונ
87	מגור	גור
88	חיל	חיל
89	מורך	מרכ
90	הוד	הוד
91	פת	פתת
92	תלם	תלמ
93	חרמש	חרמש
94	אסם	אסמ
95	גורן	גרנ
96	מוץ	מוצ
97	אזמל	אזמל
98	סדן	סדנ
99	נקיק	נקק
100	כוך	כוכ
101	גומחה	גמח
102	משעול	שעל
103	בריח	ברח
104	טרקלין	טרקלין
105	פרוזדור	פרוזדור
106	יציע	יצע
107	משקוף	שקפ
108	זיז	זיז
109	חרון	חרה
110	טרוניה	טרוניה
111	דאבון	דאב
112	זדון	זיד
113	שגגה	שגג
114	רהב	רהב
115	גינונים	גנונ
116	אבוקה	אבוקה
117	עששית	עשש
118	שביב	שבב
119	גץ	גצצ
120	עב	עוב
121	בוסתן	בוסתנ
122	טרשים	טרש
123	ציה	ציה
124	אגל	אגל
125	בליל	בלל
126	מסכת	מסכ
127	איגרת	אגרת
128	קולמוס	קולמוס
129	מכתם	כתמ
130	להג	להג
131	ניב	ניב
132	קלסתר	קלסתר
133	ארשת	ארש
134	העוויה	עוה
135	רקה	רקה
136	אישון	אישונ
137	אמה	אמה
138	זרת	זרת
139	נופת	נפת
140	בוסר	בסר
141	תקרובת	תקרב
142	ארגמן	ארגמנ
143	משוט	שוט
144	מצולה	צול
145	שרטון	שרטונ
146	נחשול	נחשול
147	מליצה	מלצ
148	למדנות	למד
149	פטרונות	פטרונ
150	מתק	מתק
151	קודר	קדר
152	צונן	צננ
153	עקלתון	עקל
154	דשן	דשנ
155	מרופט	רפט
156	דלוח	דלח
157	פעור	פער
158	לוט	לוט
159	צפון	צפנ
160	כמוס	כמס
161	שגור	שגר
162	רהוט	רהט
163	שחום	שחמ
164	מנומר	נמר
165	סבוך	סבכ
166	אנוש	אנש
167	טפל	טפל
168	טחוב	טחב
169	טמיר	טמר
170	סתור	סתר
171	גרום	גרמ
172	כהרף עין	כהרף-עין
173	במחי יד	במחי-יד
174	עוד באיבו	עוד-באיבו
175	קל דעת	קל-דעת
176	כבד ראש	כבד-ראש
177	כבד פה	כבד-פה
178	איש אשכולות	איש-אשכולות
179	בר סמכא	בר-סמכא
180	אובד עצות	אובד-עצות
181	עובר אורח	עובר-אורח
182	הון עתק	הון-עתק
183	משאת נפש	משאת-נפש
184	אחיזת עיניים	אחיזת-עיניים
185	שאר רוח	שאר-רוח
186	קשה יום	קשה-יום
187	מוסר השכל	מוסר-השכל
188	שינס מותניו	שינס-מותניו
189	קנה מידה	קנה-מידה
190	חוט השני	חוט-השני
191	התבשר	בשר
192	התיר	התר
193	התחבט	חבט
194	כיבד	כבד
195	להק	להק
196	נבצר ממנו	נבצר-ממנו
197	בחדרי חדרים	בחדרי-חדרים
198	שגעון גדלות	שגעון-גדלות
199	נוח לכעוס	נוח-לכעוס
200	העליל	עלל
201	השלה	שלה
202	שרבט	שרבט
203	חסיד	חסד
204	נטול	נטל
205	לא נקף אצבע	לא-נקף-אצבע
206	האריך ימים	האריך-ימים
207	לא כל שכן	לא-כל-שכן
208	יצא נשכר	יצא-נשכר
