להרביץ	דחייה: שכיחה			
להרוויח	דחייה: שכיחה			
להרף עין	מועמד	הֶרֶף עַיִן	-	
להרצות	דחייה: שכיחה			
להשאיר	דחייה: שכיחה			
להשבתתו	דחייה: נטייה			
להשחיל	דחייה: שכיחה			
להשקיע	דחייה: שכיחה			
להשריש	דחייה: שקופה			ספק: נגזרת מיידית מ"שורש", ניתנת לניחוש
להשתנות	דחייה: שכיחה			
להתאחות	מועמד	הִתְאַחָה	א-ח-ה	
להתאים	דחייה: שכיחה			
להתאמן	דחייה: שכיחה			
להתאמץ	דחייה: שכיחה			
להתבגרות	דחייה: שכיחה			
להתבהר	דחייה: שכיחה			
להתבייש	דחייה: שכיחה			
להתגונן	דחייה: שכיחה			
להתווכח	דחייה: שכיחה			
להתחייב	דחייה: שכיחה			
להתחקות	מועמד	הִתְחַקָּה	ח-ק-ה	
להתלבט	דחייה: שכיחה			
להתלונן	דחייה: שכיחה			
להתמגן	דחייה: שקופה			ספק: נגזרת שקופה מ"מגן"
להתמודד	דחייה: שכיחה			
להתנדף	דחייה: שכיחה			
להתנצל	דחייה: שכיחה			
להתעבר	דחייה: הומוגרף			ספק: הרתה/כעס — אין בציטוט הקשר מכריע
להתעצבן	דחייה: שכיחה			
להתערטל	מועמד	הִתְעַרְטֵל	ע-ר-ט-ל	
להתפאר	דחייה: שורש-קיים			
להתפתות	דחייה: שכיחה			
להתקלקל	דחייה: שכיחה			
להתרברב	דחייה: שכיחה			
להתרגש	דחייה: שכיחה			
להתרוקן	דחייה: שכיחה			
להתרחש	דחייה: שכיחה			
לוואי	דחייה: שכיחה			ספק: "תופעות לוואי" שגור בפי כול
לוותר	דחייה: שכיחה			
לול	דחייה: שכיחה			
לוליין	דחייה: שכיחה			ספק: מוכר לרוב התלמידים מהקשר הקרקס
לולייני	מועמד	לוּלְיָנִי	-	
לזייף	דחייה: שכיחה			
לזעום	דחייה: שכיחה			
לזרוק	דחייה: שכיחה			
לזרז	דחייה: שכיחה			
לחדד	דחייה: שכיחה			
לחדור	דחייה: שכיחה			
לחזות	דחייה: שכיחה			ספק: מוכר מ"תחזית" ומ"לחזות את העתיד"
לחזק	דחייה: שכיחה			
לחטוא	דחייה: שכיחה			
לחי	דחייה: שכיחה			
לחידוש	דחייה: שכיחה			
לחיזוק	דחייה: שכיחה			
לחינם	דחייה: שכיחה			ספק: "לא לחינם" שגור
לחלופין	דחייה: שורש-קיים			
לחלוץ	דחייה: שורש-קיים			
לחן	דחייה: שכיחה			ספק: "מילים ולחן" מוכר לכל תלמיד
לחסוך	דחייה: שכיחה			
לחפור	דחייה: שכיחה			
לחשוד	דחייה: שכיחה			
לחשוף	דחייה: שכיחה			
לטוות	מועמד	טָוָה	ט-ו-ה	
לטעון	דחייה: שכיחה			
לטענת	דחייה: נטייה			
לטענתה	דחייה: נטייה			
ליבו נכמר	מועמד	לִבּוֹ נִכְמַר	כ-מ-ר	
ליבי	דחייה: נטייה			
ליואב	דחייה: שם-פרטי			
ליווה	דחייה: שכיחה			
ליום	דחייה: שכיחה			
ליטר	דחייה: שקופה			
לייעד	דחייה: שקופה			ספק: נגזרת מ"יעד" המוכר
לימון	דחייה: שכיחה			
ליקק	דחייה: שכיחה			
לכוונתו	דחייה: נטייה			
לכווץ	דחייה: שכיחה			
לכלוך	דחייה: שכיחה			
לכלך	דחייה: שכיחה			
לכעוס	דחייה: שכיחה			
