מהסרט	דחייה: שכיחה			
מובחן	דחייה: שקופה			
מובטח	דחייה: שכיחה			
מובן	דחייה: שכיחה			
מובן מאליו	דחייה: שכיחה			
מוגבלת	דחייה: שכיחה			
מוגזם	דחייה: שכיחה			
מודגש	דחייה: שכיחה			
מוזרם	דחייה: נטייה			
מוט	דחייה: שכיחה			
מוטל בספק	דחייה: שכיחה			
מוטמן	דחייה: נטייה			
מוכה	דחייה: שכיחה			
מוכיחה	דחייה: שכיחה			
מוכלל	דחייה: שקופה			
מוכרים	דחייה: שכיחה			
מולדת	דחייה: שכיחה			
מומחים	דחייה: שכיחה			
מונעת	דחייה: שכיחה			
מועמד	דחייה: שכיחה			
מוענש	דחייה: נטייה			
מופע	דחייה: שכיחה			
מוצדק	דחייה: שכיחה			
מוצף	דחייה: שכיחה			
מוצפן	דחייה: שכיחה			
מוצק	דחייה: שכיחה			
מוצקות	דחייה: שכיחה			
מוקדם	דחייה: שכיחה			
מוקטן	דחייה: שקופה			
מוקשים	דחייה: שכיחה			
מורי	דחייה: נטייה			
מורשעים	דחייה: שכיחה			
מושמע	דחייה: נטייה			
מושמץ	דחייה: נטייה			
מושפע	דחייה: שכיחה			
מושתק	דחייה: נטייה			
מותקף	דחייה: שכיחה			
מותרות	מועמד	מוֹתָרוֹת	י-ת-ר	
מותש	דחייה: שכיחה			ספק: אולי ראוי, אך נפוץ בדיבור יומיומי
מזכויות	דחייה: שכיחה			
מזמן	דחייה: שכיחה			
מזרז	דחייה: שכיחה			ספק: מוכר כ"זרז" מהיומיום וממדעי התיכון
מחבריו"	דחייה: רעש			
מחדש	דחייה: שכיחה			
מחו	דחייה: שקופה			ספק: גם הומוגרף (מחה=ניגב/הביע מחאה), וגם שקוף מ"מחאה"
מחוגים	דחייה: שכיחה			
מחודד	דחייה: שכיחה			
מחויב	דחייה: שכיחה			
מחויבות	דחייה: שכיחה			
מחויבותו	דחייה: נטייה			
מחולק	דחייה: שכיחה			
מחורץ	דחייה: שקופה			
מחושב	דחייה: שכיחה			
מחזה	דחייה: שכיחה			ספק: מוכר משיעורי ספרות, ובכל זאת גבולי
מחזיק	דחייה: שכיחה			
מחיצה	דחייה: שכיחה			
מחירי	דחייה: שכיחה			
מחלה	דחייה: שכיחה			
מחלפות	מועמד	מַחְלָפוֹת	ח-ל-פ	
מחניק	דחייה: שכיחה			
מחק	דחייה: שכיחה			
מחשב להישבר	דחייה: רעש			
מחשבון	דחייה: שכיחה			
מטבע	דחייה: שכיחה			
מטונף	דחייה: שכיחה			
מטלה	דחייה: שכיחה			
מטלית	דחייה: שכיחה			
מטע	דחייה: שכיחה			ספק: גבולי, אך מילת יסוד מחקלאות וגאוגרפיה
מטען	דחייה: שכיחה			
מיאו	דחייה: שכיחה			
מידי	דחייה: שכיחה			
מיוחד	דחייה: שכיחה			
מיומן	דחייה: שכיחה			
מיועד	דחייה: שכיחה			
מיועדים	דחייה: שכיחה			
מיושמות	דחייה: שכיחה			
מיושן	דחייה: שכיחה			
מיותר	דחייה: שכיחה			
מיותרת	דחייה: שכיחה			
מיטה	דחייה: שכיחה			
