לרדת	דחייה: שכיחה			
לרוב	דחייה: שכיחה			
לרוות	מועמד	רָוָה	ר-ו-ה	
לרועץ	מועמד	לְרוֹעֵץ	ר-ע-צ	
לרוקן	דחייה: שכיחה			
לריפויו	דחייה: נטייה			
לריק	דחייה: שכיחה			
לרסק	דחייה: שכיחה			
לרפד	דחייה: שכיחה			
לרצות	דחייה: הומוגרף			ספק: לִרְצוֹת (לחפוץ) / לְרַצּוֹת (לפייס) / לִרְצוֹת עונש — אין הקשר מכריע
לרתך	דחייה: שכיחה			
לשאוב	דחייה: שכיחה			
לשגשג	דחייה: שכיחה			
לשום	דחייה: הומוגרף			ספק: לָשׁוּם (להעריך שווי) / ל+שׁוּם — אין הקשר מכריע
לשון	דחייה: שכיחה			
לשייף	דחייה: שכיחה			
לשכור	דחייה: שכיחה			
לשלטון	דחייה: שכיחה			
לשמוח	דחייה: שכיחה			
לשמח	דחייה: שכיחה			
לשנס	מועמד	שִׁנֵּס	ש-נ-ס	
לשעון	דחייה: שכיחה			
לשקול	דחייה: שכיחה			
לשקר	דחייה: שכיחה			
לתאר	דחייה: שכיחה			
לתייק	דחייה: שקופה			
לתלות	דחייה: שכיחה			
לתפיסה	דחייה: שכיחה			
מאובק	דחייה: שקופה			
מאוורר	דחייה: שכיחה			
מאוחד	דחייה: שכיחה			
מאוישת	דחייה: שקופה			
מאוכזב	דחייה: שכיחה			
מאופק	דחייה: שורש-קיים			
מאותם	דחייה: רעש			
מאז	דחייה: רעש			
מאזניים	דחייה: שכיחה			
מאידך	דחייה: ארמית			ספק: מילית-קישור ממקור ארמי (אידך), שגורה בעברית הכתובה
מאיטות	דחייה: שכיחה			
מאייר	דחייה: שקופה			
מאילוצים	דחייה: שכיחה			
מאכלים	דחייה: שכיחה			
מאליו	דחייה: רעש			
מאמץ	דחייה: שכיחה			
מבוא	דחייה: שכיחה			
מבואר	דחייה: שורש-קיים			
מבוגר	דחייה: שכיחה			
מבוסם	דחייה: שורש-קיים			ספק: אם הערך הקיים בשורש בסמ הוא בושם/מבושם — מבוסם נבדל במשמעות
מבוסס	דחייה: שכיחה			
מבזלת	דחייה: שכיחה			ספק: בזלת — שם סלע הנלמד בגאוגרפיה; אולי מקצועי
מבחינה	דחייה: שכיחה			
מבחנה	דחייה: שכיחה			
מבטאים	דחייה: שכיחה			
מביאות	דחייה: שכיחה			
מבנה	דחייה: שכיחה			
מבנים	דחייה: שכיחה			
מגבלתו	דחייה: נטייה			
מגדל קלפים	מועמד	מִגְדַּל קְלָפִים	-	שורש-חריג: צירוף כבול במשמעות מושאלת; החפיפה לשורש גדל דרך "מגדל" אינה אותו ערך לימודי
מגדרם	דחייה: נטייה			
מגובב	דחייה: שורש-קיים			
מגובשות	דחייה: שכיחה			
מגולען	דחייה: שורש-קיים			
מגזעים	דחייה: שכיחה			
מגיע	דחייה: שכיחה			
מגלשה	דחייה: שכיחה			
מדגיש	דחייה: שכיחה			
מדור	דחייה: שכיחה			
מדחום	דחייה: שקופה			
מדעיים	דחייה: שכיחה			
מדף	דחייה: שכיחה			
מהוצאות	דחייה: שכיחה			
מהותי	דחייה: שכיחה			
מהחלטתה	דחייה: נטייה			
מהיומיום	דחייה: שכיחה			
מהימנים	דחייה: שכיחה			
מהמורה	מועמד	מַהֲמוֹרָה	ה-מ-ר	
מהמקור	דחייה: שכיחה			
מהן	דחייה: רעש			
מהנה	דחייה: שכיחה			
מהסה	דחייה: שורש-קיים			
