עשוי	דחייה: שכיחה			
עשיר	דחייה: שכיחה			
עתיק	דחייה: שכיחה			
פגע	דחייה: שכיחה			
פנה	דחייה: שכיחה			
פסגה	דחייה: שכיחה			
פעל	דחייה: שכיחה			
פקודה	דחייה: שכיחה			
פקק	דחייה: שכיחה			
פרדס	דחייה: שכיחה			
פרס	דחייה: הומוגרף			ספק: פרס-הגמול השכיח או פרס-העוף הדורס; רגל בש5 עשויה להיות העוף, ואין הקשר מכריע
פשרנות	דחייה: שקופה			ספק: נגזרת שקופה מ'פשרה' השכיחה; גם השורש פשר כבר במאגר
צידוק	דחייה: שקופה			ספק: נגזר שקוף מ'להצדיק' המוכר; גם השורש צדק כבר במאגר
ציפורן	דחייה: שכיחה			
ציפורניים	דחייה: שכיחה			
צמח	דחייה: שכיחה			
צפוי	דחייה: שכיחה			
קודם	דחייה: שכיחה			
קורא	דחייה: שכיחה			
קינוח	דחייה: שכיחה			
קנאה	דחייה: שכיחה			
קר	דחייה: שכיחה			
קרא	דחייה: שכיחה			
ראוי	דחייה: שכיחה			
ראייה	דחייה: שכיחה			
רגזן	דחייה: שקופה			
רגיל	דחייה: שכיחה			
רדף	דחייה: שכיחה			
רואה	דחייה: שכיחה			
רישיון	דחייה: שכיחה			
רך	דחייה: שכיחה			
רכישת	דחייה: שכיחה			
רמז	דחייה: שכיחה			
רעב	דחייה: שכיחה			
רפרף	דחייה: שכיחה			ספק: שגור בלשון הדיבור (רפרוף על חומר), אך גבולי
רצון	דחייה: שכיחה			
רציני	דחייה: שכיחה			
רשאי	דחייה: שכיחה			
שאי	דחייה: רעש			
שאל	דחייה: שכיחה			
שאפתנות	דחייה: שקופה			
שבור	דחייה: שכיחה			
שגוי	דחייה: שכיחה			
שהייתה	דחייה: רעש			
שורש	דחייה: שכיחה			
שחושב	דחייה: רעש			
שחקן	דחייה: שכיחה			
שלום	דחייה: שכיחה			
שמן	דחייה: שכיחה			
שערות	דחייה: שכיחה			
שתיל	דחייה: שכיחה			
שתל	דחייה: שכיחה			
תבואה	דחייה: שכיחה			ספק: מוכרת מלימודי מקרא ומהקשר חקלאי, אך גבולית
תבוסה	דחייה: שכיחה			ספק: רווחת בחדשות ובספורט; אות המבחן (ש6, שני סוגים) חזק
תבלין	דחייה: שכיחה			
תו	דחייה: שכיחה			
תוצאה	דחייה: שכיחה			
תוצר	דחייה: שכיחה			
תורמת	דחייה: שכיחה			
תזכורת	דחייה: שכיחה			
תזמורת	דחייה: שכיחה			
תחרות	דחייה: שכיחה			
תיאורי	דחייה: שקופה			
תיקן	דחייה: הומוגרף			ספק: הפועל השכיח 'תיקן' או שם החרק; ההקשר המבחני שנמסר לא מכריע
תמונה	דחייה: שכיחה			
תנועה	דחייה: שכיחה			
תפוז	דחייה: שכיחה			
א	דחייה: רעש			
אבחון	דחייה: שכיחה			
אבן משחזת	מועמד	אֶבֶן מַשְׁחֶזֶת	ש-ח-ז	שורש-חריג: ההתאמה ל'אבן' שבמאגר שטחית — הערך הנלמד הוא הצירוף כולו, והתוכן בשורש שחז
אבק	דחייה: שכיחה			
אגמים	דחייה: שכיחה			
אדום	דחייה: שכיחה			
אדיבים	דחייה: שכיחה			
אדיש	דחייה: שכיחה			
אדישות	דחייה: שכיחה			
אדמדם	דחייה: שקופה			
אדמה	דחייה: שכיחה			
אהוב	דחייה: שכיחה			
אובייקטיביות	דחייה: שקופה			
