עובר	דחייה: שכיחה			
עוגות	דחייה: שכיחה			
עודד	דחייה: שכיחה			
עודף	דחייה: שכיחה			
עומד בדיבורו	דחייה: שקופה			
עומד בניסיון	דחייה: שקופה			
עומד בעינו	מועמד	עוֹמֵד בְּעֵינוֹ	ע-מ-ד	שורש-חריג: המבחן (2020_summer פרק1 ש3) בוחן ארבעה ניבי עמד באותה שאלה כערכים נבדלים
עומד מלכת	מועמד	עָמַד מִלֶּכֶת	ע-מ-ד	שורש-חריג: המבחן (2020_summer פרק1 ש3) בוחן ארבעה ניבי עמד באותה שאלה כערכים נבדלים
עומס	דחייה: שכיחה			
עורך דין	דחייה: שכיחה			
עורמה	דחייה: שורש-קיים			ספק: הדגל close:רמה הוא צירוף-מקרים, אך פריט עירום באותה קבוצה מסומן close:ערמ — השורש ערמ כבר קיים במאגר
עושים	דחייה: שכיחה			
עזב	דחייה: שכיחה			
עזה	דחייה: הומוגרף			ספק: עַזָּה (נקבת עַז) או שם המקום; אפשרות השלמה ללא הקשר מכריע
עזר	דחייה: שכיחה			
עטו	דחייה: הומוגרף			ספק: עֵטוֹ (קניין של עֵט) או עָטוּ (עָטָה); אין הקשר מכריע
עיוורון	דחייה: שכיחה			
עיטוש	דחייה: שכיחה			
עייף	דחייה: שכיחה			
עייפות	דחייה: שכיחה			
עיירה	דחייה: שכיחה			
עיכוב	דחייה: שכיחה			
עיניהם	דחייה: נטייה			
עיקם	דחייה: שכיחה			
עיר רפאים	דחייה: שקופה			
עירום	דחייה: שכיחה			
עישון	דחייה: שכיחה			
עכשיו	דחייה: שכיחה			
על אפו ועל חמתו	מועמד	עַל אַפּוֹ וְעַל חֲמָתוֹ	-	שורש-חריג: ניב שלם בעל משמעות עצמאית; ההתאמה ל"חמתו" היא הכלה מילולית ולא כפילות ערך
על גבי	דחייה: רעש			
על רגל אחת	דחייה: שכיחה			
עלבון	דחייה: שכיחה			
עלה על יצועו	דחייה: שורש-קיים			ספק: ניב אטום בעל ערך, אך השורש יצע שבליבו כבר במאגר ואין עדות שהמבחן בוחן אותם כערכים נבדלים
עלו	דחייה: שכיחה			
עלוב	דחייה: שכיחה			
עליונה	דחייה: שכיחה			
עליך	דחייה: רעש			
עמד	דחייה: שכיחה			
עמד בסירובו	דחייה: שקופה			
עמד לדין	דחייה: שכיחה			
עמד מלכת	מועמד	עָמַד מִלֶּכֶת	ע-מ-ד	שורש-חריג: המבחן (2019_winter פרק2 ש5) בוחן שני ניבי עמד באותה שאלה כערכים נבדלים
עמדו על טיבו	דחייה: שורש-קיים			ספק: ניב בעל ערך עצמאי, אך שורש עמד קיים ואין עדות שהמבחן בוחן אותו מול ערך עמד אחר כנבדל
עמדות	דחייה: שכיחה			
עמיתו	דחייה: נטייה			
עמיתים	דחייה: שכיחה			
ענבים	דחייה: שכיחה			
ענד	דחייה: שכיחה			ספק: מוכרת מ"לענוד תכשיט"; הופעה יחידה כמסיח בשאלה 1
ענה	דחייה: שכיחה			
ענוג	מועמד	עָנֹג	ע-נ-ג	
ענווה	דחייה: שכיחה			ספק: מוכרת למרבית התלמידים אך פחות מהמובהקות שבקבוצה
ענוותנות	דחייה: שקופה			ספק: נגזרת שקופה של ענווה המוכרת; הדגל close:נתנ הוא צירוף-מקרים
עני	דחייה: שכיחה			
עפעף	דחייה: שכיחה			
עצבות	דחייה: שכיחה			
עצוב	דחייה: שכיחה			
עצום	דחייה: שכיחה			
עציץ	דחייה: שכיחה			
עצל	דחייה: שכיחה			
עצתו	דחייה: נטייה			
עקבות	דחייה: שכיחה			
ערך	דחייה: שכיחה			
עשב	דחייה: שכיחה			
עשו	דחייה: שכיחה			
עשוי בקפידה	דחייה: שורש-קיים			
עשויים	דחייה: שכיחה			
עשירים	דחייה: שכיחה			
פגוע	דחייה: שכיחה			
פגז	דחייה: שכיחה			
פגישה	דחייה: שכיחה			
פגם	דחייה: שכיחה			
פדנטיות	דחייה: לועזית			
פה	דחייה: שכיחה			
פוגעת	דחייה: שכיחה			
פומבי	דחייה: שכיחה			
פופולריים	דחייה: לועזית			
פושעים	דחייה: שכיחה			
פותר	דחייה: שכיחה			
פזמון	דחייה: שכיחה			
פטיש	דחייה: שכיחה			
פטפוט	דחייה: שכיחה			
