חלק	דחייה: שכיחה			
ספק	דחייה: שכיחה			
תמיד	דחייה: שכיחה			
תועלת	דחייה: שכיחה			
אמת	דחייה: שכיחה			
ביקש	דחייה: שכיחה			
גינה	דחייה: הומוגרף			ספק: כשם-עצם (גִּנָּה=גן קטן) שכיחה, כפועל גִּנָּה שורשו ג-נ-ה כבר במאגר (close:גנה) — נדחה בכל קריאה, ואין הכרעה מהציטוטים
הופתעתי	דחייה: שכיחה			
הסכמה	דחייה: שכיחה			
ורק	דחייה: רעש			
טובה	דחייה: שכיחה			
טעם	דחייה: שכיחה			
כסף	דחייה: שכיחה			
מכונית	דחייה: שכיחה			
מקום	דחייה: שכיחה			
משקל	דחייה: שכיחה			
נדיר	דחייה: שכיחה			
שינה	דחייה: שכיחה			
תשובה	דחייה: שכיחה			
בגד	דחייה: שכיחה			ספק: הומוגרף (בֶּגֶד/בָּגַד), אך שתי הקריאות מוכרות לכל תלמיד
בית	דחייה: שכיחה			
ברור	דחייה: שכיחה			
החלטה	דחייה: שכיחה			
יער	דחייה: שכיחה			
להיענות	דחייה: שכיחה			ספק: ממוצע-שאלה 5.0 הוא אות חוזק, אך "נַעֲנָה לבקשה" שגור בפי כל תלמיד
לקנות	דחייה: שכיחה			
לקרוא	דחייה: שכיחה			
לרדוף	דחייה: שכיחה			
לשבח	דחייה: שכיחה			ספק: ממוצע-שאלה 5.5 גבוה, אך שִׁבַּח/שבחים מילה מוכרת לכל תלמיד
מדי	דחייה: רעש			
מזון	דחייה: שכיחה			
מרבית	דחייה: שכיחה			
נגן	דחייה: שכיחה			
עניין	דחייה: שכיחה			
פירורים	דחייה: שכיחה			
פרח	דחייה: שכיחה			
פרי	דחייה: שכיחה			
פשע	דחייה: שכיחה			
רבה	דחייה: שכיחה			
שמחה	דחייה: שכיחה			
תורם	דחייה: שכיחה			
אופניים	דחייה: שכיחה			
אור	דחייה: שכיחה			
איסור	דחייה: שכיחה			
אכזבה	דחייה: שכיחה			
אכל	דחייה: שכיחה			
אליהם	דחייה: נטייה			
אפשרות	דחייה: שכיחה			
אש	דחייה: שכיחה			
בהתאם	דחייה: שכיחה			
במידת	דחייה: נטייה			ספק: צורת נסמך עם ב' (שבר צירוף "במידת ה..."); הלמה מִדָּה שכיחה ממילא
בעיניי	דחייה: נטייה			
גפרור	דחייה: שכיחה			
גרזן	דחייה: שכיחה			
הייתי	דחייה: נטייה			
היסוד	דחייה: שכיחה			
הנאה	דחייה: שכיחה			
התברר	דחייה: שכיחה			
ולו	דחייה: רעש			
זהיר	דחייה: שכיחה			
חולצה	דחייה: שכיחה			
חוקי	דחייה: שכיחה			
חיובית	דחייה: שכיחה			
חיונית	דחייה: שכיחה			
חינם	דחייה: שכיחה			
חלופה	דחייה: שכיחה			ספק: האות החזק בקבוצה (ממוצע 6.0, רגל בשאלה קשה), אך חלופה מילה שגורה בחדשות ובלימודים
חמוץ	דחייה: שכיחה			
חשוב	דחייה: שכיחה			
חתונה	דחייה: שכיחה			
ידיים	דחייה: שכיחה			
יהלום	דחייה: שכיחה			
יין	דחייה: שכיחה			
ישן	דחייה: שכיחה			
כה	דחייה: רעש			
כעס	דחייה: שכיחה			
כרם	דחייה: שכיחה			
לאכול	דחייה: שכיחה			
לבקש	דחייה: שכיחה			
להאזין	דחייה: שכיחה			
להאמין	דחייה: שכיחה			
