אוהל קרקס	דחייה: שקופה			
אוזניות	דחייה: שכיחה			
אוכל	דחייה: שכיחה			
אומנות	דחייה: שכיחה			
אומץ לב	דחייה: שכיחה			
אופנוע	דחייה: שכיחה			
אוצר מילים	דחייה: שקופה			
אוקיינוס	דחייה: שכיחה			
אורי	דחייה: שם-פרטי			
אותך	דחייה: נטייה			
אזהרה	דחייה: שכיחה			
אזעקה	דחייה: שכיחה			
אח	דחייה: שכיחה			
אחורה	דחייה: שכיחה			
אחז	דחייה: שורש-קיים			
אחריות	דחייה: שכיחה			
איה	דחייה: הומוגרף			ספק: עוף דורס / מילת-שאלה / שם פרטי — לא מוכרע מההקשר
איחול	דחייה: שכיחה			
איחר	דחייה: שכיחה			
אימץ	דחייה: שכיחה			
אימת	דחייה: הומוגרף			ספק: אִמֵּת (פועל) או אֵימַת (נסמך אֵימָה) — לא מוכרע
אין לעמוד בפניו	דחייה: שקופה			ספק: משמעות הניב מנחשת ממרכיביו (עמד בפני)
איני	דחייה: נטייה			
איננו	דחייה: נטייה			
אירע	דחייה: שורש-קיים			
איש	דחייה: שכיחה			
אישי	דחייה: שכיחה			
איתרוהו	דחייה: שכיחה			ספק: הוחזר ללמה אִתֵּר — שכיחה (לאתר, איתור)
אכיפה	דחייה: שכיחה			
אכסניה	מועמד	אַכְסַנְיָה	-	
אלה"	דחייה: רעש			
אליו	דחייה: נטייה			
אלירז	דחייה: שם-פרטי			
אלמותי	דחייה: שקופה			
אלרגי	דחייה: שכיחה			
אמבט	דחייה: שכיחה			
אמונה	דחייה: שכיחה			
אמין	דחייה: שכיחה			
אמינות	דחייה: שכיחה			
אנושיות	דחייה: שכיחה			
אנסה	דחייה: שכיחה			ספק: עתיד של נִסָּה — הלמה שכיחה
אנרגיה	דחייה: שכיחה			
אסור	דחייה: שכיחה			
אסיה	דחייה: שם-פרטי			
אסיף	מועמד	אָסִיף	א-ס-פ	
אסיר	דחייה: שכיחה			
אצטבה	מועמד	אִצְטַבָּה	-	
אצטדיון	דחייה: שכיחה			
אצן	דחייה: שכיחה			ספק: מוכר לרוב התלמידים מסיקור ספורט
אקדח	דחייה: שכיחה			
אקווריום	דחייה: שכיחה			
אקרן	דחייה: לועזית			
ארוך	דחייה: שכיחה			
ארון	דחייה: שכיחה			
ארון בגדים	דחייה: שקופה			
ארז	דחייה: הומוגרף			ספק: פועל אָרַז / עץ אֶרֶז / שם פרטי — לא מוכרע
ארכני	דחייה: שקופה			
ארמון	דחייה: שכיחה			
אשליות	דחייה: שכיחה			
אשם	דחייה: שכיחה			
בא על פתרונו	דחייה: שקופה			ספק: מנחש ממרכיביו (בא + פתרון)
בא קצו	דחייה: שקופה			ספק: מנחש ממרכיביו (בא + קֵץ)
באדישותו	דחייה: נטייה			
באדישותן	דחייה: נטייה			
באיקס	דחייה: לועזית			
באקראי	דחייה: שכיחה			
בביצת	דחייה: שכיחה			ספק: בֵּיצָה או בִּצָּה — שתי הקריאות שכיחות
בבת העין	דחייה: שורש-קיים			ספק: כנראה קיים במאגר כ"בבת עין"
בגדר	דחייה: שכיחה			
בגרות	דחייה: שכיחה			
בדינה	דחייה: שם-פרטי			ספק: כנראה השם הפרטי דינה
בדעה	דחייה: שכיחה			
בהוצאות	דחייה: שכיחה			
בהוריו	דחייה: נטייה			
בהחלטותיו	דחייה: נטייה			
בהיסטוריה	דחייה: שכיחה			
בהיעדר	דחייה: שכיחה			
בהצגת	דחייה: שכיחה			
בוגר	דחייה: שכיחה			
בוודאות	דחייה: שכיחה			
