# summer_2022 · fmt=A · analogy=119 · completion=154
פריט	מנורמל	סוג	פרק	שאלה	תפקיד	תוצאה	התאמה
צרידות	צרידות	analogy	1	1	רגל	miss	
דיבור	דיבור	analogy	1	1	רגל	full	דביר
עיוורון	עיוורון	analogy	1	1	מסיח 1	miss	
ראייה	ראייה	analogy	1	1	מסיח 1	miss	
קירחות	קירחות	analogy	1	1	מסיח 2	close	רחת
סירוק	סירוק	analogy	1	1	מסיח 2	full	סרק
סיוט	סיוט	analogy	1	1	מסיח 3	miss	
שינה	שינה	analogy	1	1	מסיח 3	miss	
צליעה	צליעה	analogy	1	1	מסיח 4	miss	
הליכה	הליכה	analogy	1	1	מסיח 4	close	הלכ
אופניים	אופניים	analogy	1	2	רגל	close	פנמ
קטנוע	קטנוע	analogy	1	2	רגל	close	קטנ
מכונית	מכונית	analogy	1	2	מסיח 1	miss	
משאית	משאית	analogy	1	2	מסיח 1	close	שאת
דאון	דאון	analogy	1	2	מסיח 2	miss	
מטוס	מטוס	analogy	1	2	מסיח 2	miss	
ספינה	ספינה	analogy	1	2	מסיח 3	close	ספנ
צוללת	צוללת	analogy	1	2	מסיח 3	close	צלל
מריצה	מריצה	analogy	1	2	מסיח 4	close	רצה
עגלה	עגלה	analogy	1	2	מסיח 4	close	גלה
הלך בעקבותיו	הלך בעקבותיו	analogy	1	3	רגל	close	הלך
הוביל	הוביל	analogy	1	3	רגל	full	הבל
זרה חול בעיניו	זרה חול בעיניו	analogy	1	3	מסיח 1	close	זרה
טעה	טעה	analogy	1	3	מסיח 1	miss	
דיבר על ליבו	דיבר על ליבו	analogy	1	3	מסיח 2	full	דיבר על ליבו
שכנע	שכנע	analogy	1	3	מסיח 2	close	כנע
בא בצל קורתו	בא בצל קורתו	analogy	1	3	מסיח 3	full	בא בצל קורתו
אירח	אירח	analogy	1	3	מסיח 3	full	אורח
בא כשמן בעצמותיו	בא כשמן בעצמותיו	analogy	1	3	מסיח 4	full	בא כשמן בעצמותיו
הנעים	הנעים	analogy	1	3	מסיח 4	miss	
לנקז	לנקז	analogy	1	4	רגל	miss	
מרזב	מרזב	analogy	1	4	רגל	full	מרזב
לייעד	לייעד	analogy	1	4	מסיח 1	miss	
מטרה	מטרה	analogy	1	4	מסיח 1	miss	
לצלם	לצלם	analogy	1	4	מסיח 2	full	צלם
תמונה	תמונה	analogy	1	4	מסיח 2	miss	
להרתיע	להרתיע	analogy	1	4	מסיח 3	full	הרתיע
איום	איום	analogy	1	4	מסיח 3	miss	
להציע	להציע	analogy	1	4	מסיח 4	miss	
אפשרות	אפשרות	analogy	1	4	מסיח 4	close	פשר
צמחים	צמחים	analogy	1	5	רגל	miss	
צמחייה	צמחייה	analogy	1	5	רגל	close	מחה
נגנים	נגנים	analogy	1	5	מסיח 1	miss	
תזמורת	תזמורת	analogy	1	5	מסיח 1	close	זמר
דגים	דגים	analogy	1	5	מסיח 2	miss	
דגה	דגה	analogy	1	5	מסיח 2	miss	
שוטרים	שוטרים	analogy	1	5	מסיח 3	close	טרמ
משטרה	משטרה	analogy	1	5	מסיח 3	miss	
ציפורים	ציפורים	analogy	1	5	מסיח 4	full	צפיר
להקה	להקה	analogy	1	5	מסיח 4	close	להק
מסיס	מסיס	analogy	1	6	רגל	miss	
